instance_id,model_name,mean_accuracy_full,mapping_confidence,pool_config,n_variants,n_assigned,n_unassigned,m_accepted,all_unassigned,n_clusters_full,semantic_entropy_full,normalised_semantic_entropy_full,dominant_cluster_full,is_zero_entropy,n_variants_mesh,n_clusters_mesh,cluster_distribution,semantic_entropy_mesh,normalised_semantic_entropy_mesh,mean_accuracy_mesh,dominant_cluster_mesh,instability_flag,n_retrieval_rows,margin_original,margin_mean,margin_min,s1_mean,s2_mean
mm_0024701,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342516,0.3509453429964405,C1257990,False,7.0,2.0,"{""C1839576"": 3, ""UMLS:C1257990"": 4}",0.9852281360342516,0.3509453429964405,0.0,UMLS:C1257990,0.0,7.0,-0.6676050424575806,-0.7322945594787598,-0.7808116674423218,0.2677049934864044,0.9999995231628418
mm_0024729,BERT-base,0.0,1.0,sapbert_full_len3,4,4,0,3,False,3,1.5,0.75,C0030201,False,4.0,3.0,"{""UMLS:C0444254"": 1, ""UMLS:C0242193"": 1, ""C0030201"": 2}",1.5,0.75,0.0,C0030201,1.0,4.0,-0.6862304210662842,-0.7141579389572144,-0.7811038494110107,0.2858411371707916,0.9999990463256836
mm_0024729,BioBERT,0.0,1.0,sapbert_full_len3,4,4,0,3,False,1,-0.0,-0.0,C1707887,True,4.0,1.0,"{""UMLS:C1707887"": 4}",-0.0,-0.0,0.0,UMLS:C1707887,0.0,4.0,-0.4113502502441406,-0.4113502502441406,-0.4113502502441406,0.588648796081543,0.9999990463256836
mm_0024729,BioMistral-7B,0.0,0.9999997615814208,sapbert_full_len3,4,4,0,3,False,1,-0.0,-0.0,C0030201,True,,,,,,,,,4.0,0.0889658331871031,0.0889660120010375,0.0889658331871031,0.9999999403953552,0.9110339283943176
mm_0024729,FLAN-T5-base,0.0,0.9999998807907104,sapbert_full_len3,4,4,0,3,False,1,-0.0,-0.0,C0030193,True,,,,,,,,,4.0,3.5762786865234375e-07,4.470348358154297e-07,3.5762786865234375e-07,0.9999999701976776,0.9999995231628418
mm_0024729,Llama3-OpenBioLLM-8B,0.0,0.9999997615814208,sapbert_full_len3,4,4,0,3,False,1,-0.0,-0.0,C0030198,True,,,,,,,,,4.0,-1.1102230246251563e-16,1.788139342984163e-07,-1.1102230246251563e-16,0.9999999403953552,0.9999997615814208
mm_0024729,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,4,4,0,3,False,2,1.0,0.5,C0030201,False,,,,,,,,,4.0,0.0889660716056823,0.0444831550121307,2.384185791015625e-07,1.0,0.9555168747901917
mm_0024729,Mistral-7B-Instruct-v0.1,0.0,1.0,sapbert_full_len3,4,4,0,3,False,2,1.0,0.5,C0002766,False,,,,,,,,,4.0,1.788139343261719e-07,2.0861625665835606e-07,5.960464477539064e-08,0.999999850988388,0.9999996423721312
mm_0024729,PubMedBERT,0.0,1.0,sapbert_full_len3,4,4,0,3,False,1,-0.0,-0.0,C1839576,True,4.0,1.0,"{""C1839576"": 4}",-0.0,-0.0,0.0,C1839576,0.0,4.0,-0.6659691333770752,-0.6659691333770752,-0.6659691333770752,0.3340299129486084,0.9999990463256836
mm_0024960,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0017263,False,5.0,2.0,"{""C0017263"": 3, ""C1512167"": 2}",0.9709505944546686,0.4181656600790516,0.0,C0017263,0.0,5.0,-0.6595218777656555,-0.7033960819244385,-0.7692073583602905,0.29660338163375854,0.9999994039535522
mm_0024960,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1447749,True,5.0,1.0,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0.0,5.0,-0.7189077138900757,-0.7189077138900757,-0.7189077138900757,0.2810917794704437,0.9999994039535522
mm_0024960,BioMistral-7B,1.0,0.9999998211860656,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0598783,True,,,,,,,,,5.0,0.0456452965736388,0.0496773838996887,0.0456452965736388,0.9999999642372132,0.9503225088119508
mm_0024960,FLAN-T5-base,1.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0598783,True,,,,,,,,,5.0,0.1403645277023315,0.1372550964355468,0.1325909495353698,1.0,0.862744927406311
mm_0024960,Llama3-OpenBioLLM-8B,1.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0598783,True,,,,,,,,,5.0,0.0557253360748291,0.0557253360748291,0.0557253360748291,1.0,0.9442747235298156
mm_0024960,Meta-Llama-3-8B-Instruct,1.0,0.9999998211860656,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0598783,True,,,,,,,,,5.0,0.0456452965736388,0.0496773838996887,0.0456452965736388,0.9999999642372132,0.9503225088119508
mm_0024960,Mistral-7B-Instruct-v0.1,1.0,0.9999998211860656,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0598783,False,,,,,,,,,5.0,0.0456452965736388,0.0353686690330504,0.0199537277221678,0.9999998211860656,0.9646310806274414
mm_0024960,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1839576,False,5.0,2.0,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0.0,5.0,-0.7674144506454468,-0.7480117678642273,-0.7674144506454468,0.2519877254962921,0.9999994039535522
mm_0025176,BERT-base,0.0,1.0,sapbert_full_len3,9,9,0,8,False,2,0.9910760598382222,0.3126496871021503,C0242193,False,9.0,2.0,"{""UMLS:C1707887"": 4, ""UMLS:C0242193"": 5}",0.9910760598382222,0.3126496871021503,0.0,UMLS:C0242193,0.0,9.0,-0.608494758605957,-0.5247920155525208,-0.608494758605957,0.41296857595443726,0.937760591506958
mm_0025176,BioBERT,0.0,1.0,sapbert_full_len3,9,9,0,8,False,2,0.9910760598382222,0.3126496871021503,C1707887,False,9.0,2.0,"{""C1447749"": 4, ""UMLS:C1707887"": 5}",0.9910760598382222,0.3126496871021503,0.0,UMLS:C1707887,0.0,9.0,-0.48762840032577515,-0.5547764301300049,-0.608494758605957,0.3829842209815979,0.937760591506958
mm_0025176,BioMistral-7B,0.0,0.9174579977989196,sapbert_full_len3,9,9,0,8,False,4,1.836591668108979,0.579380164285695,C0183512,False,,,,,,,,,9.0,-0.01473867893219,0.0118494166268241,-0.0148219466209412,0.9632868700557284,0.9514374136924744
mm_0025176,FLAN-T5-base,0.0,0.9174579977989196,sapbert_full_len3,9,9,0,8,False,1,-0.0,-0.0,C0183512,True,,,,,,,,,9.0,-0.01473867893219,-0.0149778657489353,-0.0163084864616394,0.9068532453642952,0.9218311309814452
mm_0025176,Llama3-OpenBioLLM-8B,0.0,0.7726860642433167,sapbert_full_len3,9,9,0,8,False,2,0.7642045065086203,0.2410796804848405,C0488641,False,,,,,,,,,9.0,-0.006409466266632,-0.0050305194324917,-0.006409466266632,0.7984916302892897,0.8035221695899963
mm_0025176,Meta-Llama-3-8B-Instruct,0.0,0.956444501876831,sapbert_full_len3,9,9,0,8,False,3,1.224394445405986,0.3862534428571301,C0851194,False,,,,,,,,,9.0,-0.0002453327178955,0.0072146720356411,-0.0002453327178955,0.9806420140796236,0.9734273552894592
mm_0025176,Mistral-7B-Instruct-v0.1,0.0,0.9173747301101683,sapbert_full_len3,9,9,0,8,False,3,1.224394445405986,0.3862534428571301,C0183512,False,,,,,,,,,9.0,-0.0148219466209412,0.0234088169203863,-0.0163202285766601,0.9076582458284166,0.8842494487762451
mm_0025176,PubMedBERT,0.0,1.0,sapbert_full_len3,9,9,0,8,False,1,-0.0,-0.0,C1447749,True,9.0,1.0,"{""C1447749"": 9}",-0.0,-0.0,0.0,C1447749,0.0,9.0,-0.48762840032577515,-0.48762840032577515,-0.48762840032577515,0.45013222098350525,0.937760591506958
mm_0025371,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0034698,True,7.0,1.0,"{""C0034698"": 7}",-0.0,-0.0,0.0,C0034698,0.0,7.0,-0.726970911026001,-0.7269709706306458,-0.726970911026001,0.27302849292755127,0.9999994039535522
mm_0025371,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C1257990,False,7.0,2.0,"{""UMLS:C1257990"": 5, ""UMLS:C1707887"": 2}",0.863120568566631,0.3074497498641964,0.0,UMLS:C1257990,0.0,7.0,-0.7078841924667358,-0.6982892155647278,-0.7078841924667358,0.3017101585865021,0.9999994039535522
mm_0025371,BioMistral-7B,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,3,1.5566567074628228,0.5544923070581674,C1260875,False,,,,,,,,,7.0,1.7881393421514957e-07,0.0366748826844351,1.7881393421514957e-07,0.9999999403953552,0.9633250832557678
mm_0025371,FLAN-T5-base,0.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,2,0.5916727785823275,0.2107580961471984,C0086582,False,,,,,,,,,7.0,0.0280814170837402,0.0258418577057974,0.0124039053916931,0.9999999829701016,0.9741581678390504
mm_0025371,Llama3-OpenBioLLM-8B,0.0,0.999999701976776,sapbert_full_len3,7,7,0,6,False,3,1.3787834934861751,0.4911325898456825,C1565556,False,,,,,,,,,7.0,0.1721155643463133,0.1483587026596068,0.1108437776565551,0.9999997956412178,0.8516411185264587
mm_0025371,Meta-Llama-3-8B-Instruct,1.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342516,0.3509453429964405,C1257890,False,,,,,,,,,7.0,0.0613823533058166,0.1344464676720755,2.384185791015625e-07,0.9999999489103044,0.8655534386634827
mm_0025371,Mistral-7B-Instruct-v0.1,1.0,1.0,sapbert_full_len3,7,7,0,6,False,4,1.8423709931771088,0.656265789089031,C1257890,False,,,,,,,,,7.0,0.0557748675346374,0.0354020254952566,2.384185791015625e-07,0.999999965940203,0.9645978808403016
mm_0025371,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C1447749,False,7.0,2.0,"{""C1839576"": 2, ""C1447749"": 5}",0.863120568566631,0.3074497498641964,0.0,C1447749,0.0,7.0,-0.662432074546814,-0.6353625059127808,-0.662432074546814,0.36463695764541626,0.9999994039535522
mm_0026424,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,7.0,-0.5571680068969727,-0.5571680068969727,-0.5571680068969727,0.3505917489528656,0.9077597856521606
mm_0026424,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,7.0,-0.5571680068969727,-0.5571680068969727,-0.5571680068969727,0.3505917489528656,0.9077597856521606
mm_0026424,BioMistral-7B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0997448,True,,,,,,,,,7.0,0.1132518649101257,0.1132518649101257,0.1132518649101257,1.0,0.886748194694519
mm_0026424,FLAN-T5-base,0.0,0.8959258794784546,sapbert_full_len3,7,7,0,6,False,3,1.1488348542809166,0.4092232318950598,C1417685,False,,,,,,,,,7.0,5.662441253662109e-06,0.014396275792803,-0.0124460458755493,0.9074014510427204,0.8930051922798157
mm_0026424,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C0997448,False,,,,,,,,,7.0,0.1132518649101257,0.0903115017073494,0.0329609513282775,0.9225342614310128,0.8322228193283081
mm_0026424,Meta-Llama-3-8B-Instruct,0.0,0.8676401376724243,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C2262744,False,,,,,,,,,7.0,0.0327224135398864,0.0191166145460946,-0.0148535966873168,0.8284399509429932,0.8093233704566956
mm_0026424,Mistral-7B-Instruct-v0.1,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0997448,True,,,,,,,,,7.0,0.1132516860961913,0.1132516860961913,0.1132516860961913,0.9999998211860656,0.886748194694519
mm_0026424,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1447749,True,7.0,1.0,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0.0,7.0,-0.5265480279922485,-0.5265480279922485,-0.5265480279922485,0.3812117278575897,0.9077597856521606
mm_0027509,BERT-base,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C1257990,True,6.0,1.0,"{""UMLS:C1257990"": 6}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,6.0,-0.6804249286651611,-0.6804249286651611,-0.6804249286651611,0.31957462430000305,0.9999995231628418
mm_0027509,BioBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C1312419,False,6.0,2.0,"{""C1312419"": 4, ""C1447749"": 2}",0.9182958340544896,0.355245321275764,0.0,C1312419,0.0,6.0,-0.666405439376831,-0.6747891306877136,-0.6915563344955444,0.32521045207977295,0.9999995231628418
mm_0027509,BioMistral-7B,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C1335304,False,,,,,,,,,6.0,0.096520185470581,0.0803980429967244,0.0481537580490112,1.00000003973643,0.9196019172668456
mm_0027509,FLAN-T5-base,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0242656,True,,,,,,,,,6.0,0.0685485005378723,0.0685485005378723,0.0685485005378723,1.0,0.9314514994621276
mm_0027509,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,6,6,0,5,False,3,1.584962500721156,0.6131471927654584,C0026882,False,,,,,,,,,6.0,0.0385925769805908,0.0145352880160013,6.556510925292969e-07,0.999999980131785,0.9854647517204284
mm_0027509,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0728940,True,,,,,,,,,6.0,0.0209816694259643,0.0207189122835795,0.0155453085899353,1.0,0.9792811274528505
mm_0027509,Mistral-7B-Instruct-v0.1,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0728940,False,,,,,,,,,6.0,0.0155453085899353,0.0528259674708048,0.0155453085899353,0.9999999403953552,0.9471738934516908
mm_0027509,PubMedBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C1839576,False,6.0,2.0,"{""C1839576"": 4, ""C1447749"": 2}",0.9182958340544896,0.355245321275764,0.0,C1839576,0.0,6.0,-0.7053827047348022,-0.7007738947868347,-0.7053827047348022,0.2992255985736847,0.9999995231628418
mm_0027520,BERT-base,0.0,1.0,sapbert_full_len3,9,9,0,8,False,1,-0.0,-0.0,C1257990,True,9.0,1.0,"{""UMLS:C1257990"": 9}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,9.0,-0.7951501607894897,-0.7951501607894897,-0.7951501607894897,0.20484915375709534,0.9999992847442627
mm_0027520,BioBERT,0.0,1.0,sapbert_full_len3,9,9,0,8,False,2,0.9910760598382222,0.3126496871021503,C0034885,False,9.0,2.0,"{""C0034885"": 5, ""UMLS:C1257990"": 4}",0.9910760598382222,0.3126496871021503,0.0,C0034885,0.0,9.0,-0.6977800130844116,-0.7410556674003601,-0.7951501607894897,0.25894367694854736,0.9999992847442627
mm_0027520,BioMistral-7B,0.0,0.9999998211860656,sapbert_full_len3,9,9,0,8,False,1,-0.0,-0.0,C1335304,True,,,,,,,,,9.0,0.0965200066566466,0.0965200066566466,0.0965200066566466,0.9999998211860656,0.903479814529419
mm_0027520,FLAN-T5-base,0.0,1.0,sapbert_full_len3,9,9,0,8,False,1,-0.0,-0.0,C1335304,True,,,,,,,,,9.0,0.096520185470581,0.0965200265248615,0.0965200066566466,0.9999998410542806,0.903479814529419
mm_0027520,Llama3-OpenBioLLM-8B,1.0,1.0,sapbert_full_len3,9,9,0,8,False,2,0.5032583347756457,0.1587603285713901,C0205276,False,,,,,,,,,9.0,0.0219524502754211,0.1826569437980651,5.960464466436832e-08,0.999999980131785,0.81734299659729
mm_0027520,Meta-Llama-3-8B-Instruct,1.0,1.0,sapbert_full_len3,9,9,0,8,False,2,0.5032583347756457,0.1587603285713901,C0205276,False,,,,,,,,,9.0,0.0576275587081909,0.0105934474203321,-0.0642656683921814,0.9156273537211947,0.9050339460372924
mm_0027520,Mistral-7B-Instruct-v0.1,1.0,1.0,sapbert_full_len3,9,9,0,8,False,2,0.7642045065086203,0.2410796804848405,C0205276,False,,,,,,,,,9.0,0.0454264879226684,0.0567806031968858,0.0454264879226684,0.9999999602635702,0.9432194232940674
mm_0027520,PubMedBERT,0.0,1.0,sapbert_full_len3,9,9,0,8,False,1,-0.0,-0.0,C1839576,True,9.0,1.0,"{""C1839576"": 9}",-0.0,-0.0,0.0,C1839576,0.0,9.0,-0.6480808854103088,-0.6480808854103088,-0.6480808854103088,0.35191839933395386,0.9999992847442627
mm_0028097,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1134421,True,5.0,1.0,"{""C1134421"": 5}",-0.0,-0.0,0.0,C1134421,0.0,5.0,-0.6331348419189453,-0.6331348419189453,-0.6331348419189453,0.3668646514415741,0.9999995231628418
mm_0028097,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.521928094887362,0.6554587535412855,C1015514,False,5.0,3.0,"{""C0265267"": 1, ""UMLS:C1015514"": 2, ""C0006121"": 2}",1.521928094887362,0.6554587535412855,0.0,UMLS:C1015514,1.0,5.0,-0.5431053042411804,-0.5744146704673767,-0.6497246623039246,0.4255848526954651,0.9999995231628418
mm_0028097,BioMistral-7B,1.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0034120,False,,,,,,,,,5.0,0.1416268944740295,0.0747516512870788,-5.960464488641294e-08,0.9999998450279236,0.9252482652664183
mm_0028097,FLAN-T5-base,0.0,1.0000001192092896,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0037949,False,,,,,,,,,5.0,4.76837158203125e-07,1.0728836052908974e-07,-5.960464488641294e-08,0.9999998927116394,0.9999998211860656
mm_0028097,Llama3-OpenBioLLM-8B,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0019310,False,,,,,,,,,5.0,0.1055607199668884,0.0995382666587829,0.0905045866966246,0.9999998569488524,0.9004615545272827
mm_0028097,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.521928094887362,0.6554587535412855,C0036262,False,,,,,,,,,5.0,0.0864526629447937,0.0420289516448974,5.364418028674933e-07,0.9999999165534972,0.9579709768295288
mm_0028097,Mistral-7B-Instruct-v0.1,1.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0034120,False,,,,,,,,,5.0,0.1416268944740295,0.0849763274192809,4.768371580921027e-07,0.9999998569488524,0.9150235056877136
mm_0028097,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0242724,True,5.0,1.0,"{""UMLS:C0242724"": 5}",-0.0,-0.0,0.0,UMLS:C0242724,0.0,5.0,-0.5712952613830566,-0.5712952613830566,-0.5712952613830566,0.42870432138442993,0.9999995231628418
mm_0028311,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1136156,False,5.0,2.0,"{""C1136156"": 3, ""UMLS:C1283169"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1136156,0.0,5.0,-0.35867246985435486,-0.3999227285385132,-0.4617981016635895,0.4033076763153076,0.8032304048538208
mm_0028311,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1707887,True,5.0,1.0,"{""UMLS:C1707887"": 5}",-0.0,-0.0,0.0,UMLS:C1707887,0.0,5.0,-0.5299782752990723,-0.5299782752990723,-0.5299782752990723,0.2732521593570709,0.8032304048538208
mm_0028311,BioMistral-7B,0.0,0.882599949836731,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1428063,True,,,,,,,,,5.0,-1.919269561767578e-05,1.5020370483398435e-06,-1.919269561767578e-05,0.8826206445693969,0.8826190829277039
mm_0028311,FLAN-T5-base,0.0,0.8032905459403992,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C5394137,True,,,,,,,,,5.0,0.0222359299659729,0.0222359299659729,0.0222359299659729,0.8032905459403992,0.7810546159744263
mm_0028311,Llama3-OpenBioLLM-8B,0.0,0.8634740710258484,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0599518,False,,,,,,,,,5.0,0.0761384963989257,0.0456778764724731,6.67572021484375e-06,0.8711268782615662,0.8254489898681641
mm_0028311,Meta-Llama-3-8B-Instruct,1.0,0.8803178071975708,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C0018739,False,,,,,,,,,5.0,0.0604835748672485,0.0452596187591552,-0.0156362056732177,0.8676714897155762,0.8224118947982788
mm_0028311,Mistral-7B-Instruct-v0.1,1.0,0.8954521417617798,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0018739,True,,,,,,,,,5.0,0.0654021501541137,0.0644757032394409,0.0605424642562866,0.8924825429916382,0.8280068635940552
mm_0028311,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.3109175070825711,C0035363,False,5.0,2.0,"{""UMLS:C0035363"": 4, ""UMLS:C1707887"": 1}",0.7219280948873623,0.3109175070825711,0.0,UMLS:C0035363,0.0,5.0,-0.4327067732810974,-0.4521610736846924,-0.5299782752990723,0.3510693311691284,0.8032304048538208
mm_0028386,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257965,True,7.0,1.0,"{""C1257965"": 7}",-0.0,-0.0,0.0,C1257965,0.0,7.0,-0.12167584896087646,-0.12167584896087646,-0.12167584896087646,0.8783238530158997,0.9999996423721313
mm_0028386,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342516,0.3509453429964405,C0032914,False,7.0,2.0,"{""C3888018"": 3, ""C0032914"": 4}",0.9852281360342516,0.3509453429964405,0.0,C0032914,0.0,7.0,-0.19037282466888428,-0.43274885416030884,-0.6145309209823608,0.5672507882118225,0.9999996423721313
mm_0028386,BioMistral-7B,1.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0020459,True,,,,,,,,,7.0,2.384185791015625e-07,0.0061441149030412,2.384185791015625e-07,1.0000000170298986,0.993855893611908
mm_0028386,FLAN-T5-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342516,0.3509453429964405,C0020459,False,,,,,,,,,7.0,0.1071254611015319,0.0301582898412431,2.384185791015625e-07,0.9999998978206088,0.9698415398597716
mm_0028386,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,4,1.8423709931771084,0.6562657890890309,C0206064,False,,,,,,,,,7.0,0.1108434796333313,0.0517117977142334,2.980232238769531e-07,1.0000000170298986,0.9482881426811218
mm_0028386,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C0524620,False,,,,,,,,,7.0,0.1132955551147461,0.0851327180862426,0.0147256255149841,1.0,0.9148672819137572
mm_0028386,Mistral-7B-Instruct-v0.1,1.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0020459,True,,,,,,,,,7.0,3.5762786865234375e-07,0.0061439956937517,2.384185791015625e-07,0.9999998978206088,0.993855893611908
mm_0028386,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C1839576,False,7.0,2.0,"{""C1839576"": 5, ""C1447749"": 2}",0.863120568566631,0.3074497498641964,0.0,C1839576,0.0,7.0,-0.7380820512771606,-0.7236397862434387,-0.7380820512771606,0.2763598561286926,0.9999996423721313
mm_0028492,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0,7.0,-0.6842278242111206,-0.6842278242111206,-0.6842278242111206,0.2869536280632019,0.9711814522743225
mm_0028492,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1868801,True,7.0,1.0,"{""C1868801"": 7}",-0.0,-0.0,0.0,C1868801,0.0,7.0,-0.6254443526268005,-0.6254443526268005,-0.6254443526268005,0.34573712944984436,0.9711814522743225
mm_0028492,BioMistral-7B,0.0,0.8817764520645142,sapbert_full_len3,7,7,0,6,False,3,1.5566567074628228,0.5544923070581674,C0153382,False,,,,,,,,,7.0,0.0531267523765563,0.0122548171452113,-0.0102325677871704,0.9273058686937604,0.9150510430336
mm_0028492,FLAN-T5-base,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.3074497498641964,C0153382,False,,,,,,,,,7.0,1.7881393421514957e-07,2.469335283393294e-07,5.960464477539064e-08,0.9999999574252536,0.999999701976776
mm_0028492,Llama3-OpenBioLLM-8B,0.0,0.9711794853210448,sapbert_full_len3,7,7,0,6,False,4,1.9502120649147463,0.6946795539074094,C2362743,False,,,,,,,,,7.0,0.072257876396179,0.0244485735893249,-0.0102558135986328,0.9324707474027362,0.9080221056938172
mm_0028492,Meta-Llama-3-8B-Instruct,0.0,0.9711528420448304,sapbert_full_len3,7,7,0,6,False,3,1.448815635725185,0.516078542239789,C2362743,False,,,,,,,,,7.0,0.0722312331199647,0.0604833619935172,0.0473299622535705,0.935312339237758,0.8748289346694946
mm_0028492,Mistral-7B-Instruct-v0.1,0.0,0.8817696571350098,sapbert_full_len3,7,7,0,6,False,3,1.5566567074628228,0.5544923070581674,C1512814,False,,,,,,,,,7.0,0.053119957447052,0.0434127790587288,1.1920928955078125e-07,0.9410973276410785,0.897684633731842
mm_0028492,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1839576,True,7.0,1.0,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0.0,7.0,-0.6403020024299622,-0.6403020024299622,-0.6403020024299622,0.33087944984436035,0.9711814522743225
mm_0029538,BERT-base,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0242193,True,6.0,1.0,"{""UMLS:C0242193"": 6}",-0.0,-0.0,0.0,UMLS:C0242193,0.0,6.0,-0.6473684310913086,-0.6473684310913086,-0.6473684310913086,0.30179205536842346,0.9491605162620544
mm_0029538,BioBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0027609,False,6.0,2.0,"{""C0027609"": 4, ""C1447749"": 2}",0.9182958340544896,0.355245321275764,0.0,C0027609,0.0,6.0,-0.6528706550598145,-0.6473495960235596,-0.6528706550598145,0.3018108904361725,0.9491605162620544
mm_0029538,BioMistral-7B,0.0,0.9999999403953552,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0600620,False,,,,,,,,,6.0,0.1575008034706115,0.1304020484288533,0.0762045383453369,0.9999999602635702,0.8695979118347168
