instance_id,model_name,mean_accuracy_full,mapping_confidence,pool_config,n_variants,n_assigned,n_unassigned,m_accepted,all_unassigned,n_clusters_full,semantic_entropy_full,normalised_semantic_entropy_full,dominant_cluster_full,is_zero_entropy,n_variants_mesh,n_clusters_mesh,cluster_distribution,semantic_entropy_mesh,normalised_semantic_entropy_mesh,mean_accuracy_mesh,dominant_cluster_mesh,instability_flag
mm_0028311,Mistral-7B-Instruct-v0.1,1.0,0.8954521417617798,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0018739,True,,,,,,,,
mm_0028311,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.31091750708257115,C0035363,False,5.0,2.0,"{""UMLS:C0035363"": 4, ""UMLS:C1707887"": 1}",0.7219280948873623,0.3109175070825711,0.0,UMLS:C0035363,0.0
mm_0028386,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257965,True,7.0,1.0,"{""C1257965"": 7}",-0.0,-0.0,0.0,C1257965,0.0
mm_0028386,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342515,0.35094534299644053,C0032914,False,7.0,2.0,"{""C3888018"": 3, ""C0032914"": 4}",0.9852281360342516,0.3509453429964405,0.0,C0032914,0.0
mm_0028386,BioMistral-7B,1.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0020459,True,,,,,,,,
mm_0028386,FLAN-T5-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342515,0.35094534299644053,C0020459,False,,,,,,,,
mm_0028386,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,4,1.8423709931771084,0.6562657890890309,C0206064,False,,,,,,,,
mm_0028386,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C0524620,False,,,,,,,,
mm_0028386,Mistral-7B-Instruct-v0.1,1.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0020459,True,,,,,,,,
mm_0028386,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C1839576,False,7.0,2.0,"{""C1839576"": 5, ""C1447749"": 2}",0.863120568566631,0.3074497498641964,0.0,C1839576,0.0
mm_0028492,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0
mm_0028492,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1868801,True,7.0,1.0,"{""C1868801"": 7}",-0.0,-0.0,0.0,C1868801,0.0
mm_0028492,BioMistral-7B,0.0,0.8817764520645142,sapbert_full_len3,7,7,0,6,False,3,1.5566567074628228,0.5544923070581674,C0153382,False,,,,,,,,
mm_0028492,FLAN-T5-base,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C0153382,False,,,,,,,,
mm_0028492,Llama3-OpenBioLLM-8B,0.0,0.9711794853210448,sapbert_full_len3,7,7,0,6,False,4,1.9502120649147465,0.6946795539074094,C2362743,False,,,,,,,,
mm_0028492,Meta-Llama-3-8B-Instruct,0.0,0.9711528420448304,sapbert_full_len3,7,7,0,6,False,3,1.4488156357251847,0.516078542239789,C2362743,False,,,,,,,,
mm_0028492,Mistral-7B-Instruct-v0.1,0.0,0.8817696571350098,sapbert_full_len3,7,7,0,6,False,3,1.5566567074628228,0.5544923070581674,C1512814,False,,,,,,,,
mm_0028492,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1839576,True,7.0,1.0,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0.0
mm_0029538,BERT-base,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0242193,True,6.0,1.0,"{""UMLS:C0242193"": 6}",-0.0,-0.0,0.0,UMLS:C0242193,0.0
mm_0029538,BioBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0027609,False,6.0,2.0,"{""C0027609"": 4, ""C1447749"": 2}",0.9182958340544896,0.355245321275764,0.0,C0027609,0.0
mm_0029538,BioMistral-7B,0.0,0.9999999403953552,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0600620,False,,,,,,,,
mm_0029538,FLAN-T5-base,0.0,0.9999999403953552,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0600620,False,,,,,,,,
mm_0029538,Llama3-OpenBioLLM-8B,0.0,0.742756724357605,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0019986,True,,,,,,,,
mm_0029538,Meta-Llama-3-8B-Instruct,0.0,0.742874801158905,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C0019986,False,,,,,,,,
mm_0029538,Mistral-7B-Instruct-v0.1,0.0,0.742756724357605,sapbert_full_len3,6,6,0,5,False,3,1.4591479170272446,0.5644754678724235,C0019986,False,,,,,,,,
mm_0029538,PubMedBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C1447749,False,6.0,2.0,"{""C1447749"": 4, ""C1839576"": 2}",0.9182958340544896,0.355245321275764,0.0,C1447749,0.0
mm_0030505,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1257990,True,5.0,1.0,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0.0
mm_0030505,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0008396,True,5.0,1.0,"{""C0008396"": 5}",-0.0,-0.0,0.0,C0008396,0.0
mm_0030505,BioMistral-7B,0.0,0.999999701976776,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0903042,True,,,,,,,,
mm_0030505,FLAN-T5-base,0.0,1.0000001192092896,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0006142,True,,,,,,,,
mm_0030505,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0006142,True,,,,,,,,
mm_0030505,Meta-Llama-3-8B-Instruct,0.0,0.999999701976776,sapbert_full_len3,5,5,0,4,False,3,1.5219280948873621,0.6554587535412855,C0006142,False,,,,,,,,
mm_0030505,Mistral-7B-Instruct-v0.1,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0006142,False,,,,,,,,
mm_0030505,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1839576,False,5.0,2.0,"{""C1839576"": 3, ""C0015131"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0.0
mm_0030723,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1431519,False,5.0,2.0,"{""C1431519"": 3, ""C1739108"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1431519,0.0
mm_0030723,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.5219280948873621,0.6554587535412855,C1447749,False,5.0,3.0,"{""C1447749"": 2, ""UMLS:C1707887"": 2, ""C0265267"": 1}",1.521928094887362,0.6554587535412855,0.0,C1447749,1.0
mm_0030723,BioMistral-7B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C0427691,False,,,,,,,,
mm_0030723,FLAN-T5-base,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0333534,False,,,,,,,,
mm_0030723,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C1608376,False,,,,,,,,
mm_0030723,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0206502,True,,,,,,,,
mm_0030723,Mistral-7B-Instruct-v0.1,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0036690,False,,,,,,,,
mm_0030723,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1839576,True,5.0,1.0,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0.0
mm_0030830,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342515,0.35094534299644053,C0282597,False,7.0,2.0,"{""C0282597"": 4, ""UMLS:C1257990"": 3}",0.9852281360342516,0.3509453429964405,0.0,C0282597,0.0
mm_0030830,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1707887,True,7.0,1.0,"{""UMLS:C1707887"": 7}",-0.0,-0.0,0.0,UMLS:C1707887,0.0
mm_0030830,BioMistral-7B,0.0,0.8566001653671265,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C1152262,False,,,,,,,,
mm_0030830,FLAN-T5-base,0.0,0.8224921822547913,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1513264,True,,,,,,,,
mm_0030830,Llama3-OpenBioLLM-8B,0.0,0.999999701976776,sapbert_full_len3,7,5,2,6,False,2,0.9709505944546686,0.3458595800715595,C1513264,False,,,,,,,,
mm_0030830,Meta-Llama-3-8B-Instruct,0.0,0.8224921822547913,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C1513264,False,,,,,,,,
mm_0030830,Mistral-7B-Instruct-v0.1,0.0,0.9999997615814208,sapbert_full_len3,7,5,2,6,False,3,1.3709505944546687,0.4883424549147684,C0200760,False,,,,,,,,
mm_0030830,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1839576,True,7.0,1.0,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0.0
mm_0031336,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C1257990,False,7.0,2.0,"{""UMLS:C1257990"": 5, ""C0034698"": 2}",0.863120568566631,0.3074497498641964,0.0,UMLS:C1257990,0.0
mm_0031336,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0008354,True,7.0,1.0,"{""C0008354"": 7}",-0.0,-0.0,0.0,C0008354,0.0
mm_0031336,BioMistral-7B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1764827,True,,,,,,,,
mm_0031336,FLAN-T5-base,0.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C5446371,True,,,,,,,,
mm_0031336,Llama3-OpenBioLLM-8B,0.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,4,1.9502120649147465,0.6946795539074094,C1764827,False,,,,,,,,
mm_0031336,Meta-Llama-3-8B-Instruct,0.0,0.8168736696243286,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C1764827,False,,,,,,,,
mm_0031336,Mistral-7B-Instruct-v0.1,0.0,0.9999998807907104,sapbert_full_len3,7,7,0,6,False,3,1.5566567074628228,0.5544923070581674,C0036114,False,,,,,,,,
mm_0031336,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1839576,True,7.0,1.0,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0.0
mm_0031384,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.5916727785823275,0.21075809614719848,C1312419,False,7.0,2.0,"{""C1312419"": 6, ""C1447749"": 1}",0.5916727785823275,0.2107580961471984,0.0,C1312419,0.0
mm_0031384,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0
mm_0031384,BioMistral-7B,0.0,0.9999999403953552,sapbert_full_len3,7,7,0,6,False,3,1.3787834934861753,0.49113258984568253,C0013963,False,,,,,,,,
mm_0031384,FLAN-T5-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342515,0.35094534299644053,C0202153,False,,,,,,,,
mm_0031384,Llama3-OpenBioLLM-8B,1.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0059438,True,,,,,,,,
mm_0031384,Meta-Llama-3-8B-Instruct,1.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C0059438,True,,,,,,,,
mm_0031384,Mistral-7B-Instruct-v0.1,1.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C0059438,False,,,,,,,,
mm_0031384,PubMedBERT,1.0,1.0,sapbert_full_len3,7,7,0,6,False,3,1.1488348542809166,0.4092232318950598,C0059438,False,7.0,3.0,"{""C0059438"": 5, ""C1839576"": 1, ""UMLS:C1257990"": 1}",1.1488348542809166,0.4092232318950598,0.0,C0059438,0.0
mm_0032024,BERT-base,1.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0242193,True,6.0,1.0,"{""UMLS:C0242193"": 6}",-0.0,-0.0,1.0,UMLS:C0242193,0.0
mm_0032024,BioBERT,1.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0242193,True,6.0,1.0,"{""UMLS:C0242193"": 6}",-0.0,-0.0,1.0,UMLS:C0242193,0.0
mm_0032024,BioMistral-7B,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.6500224216483541,0.25146299858006066,C0009274,False,,,,,,,,
mm_0032024,FLAN-T5-base,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0009274,True,,,,,,,,
mm_0032024,Llama3-OpenBioLLM-8B,0.0,0.8266180753707886,sapbert_full_len3,6,6,0,5,False,5,2.2516291673878226,0.8710490642551527,C1532051,False,,,,,,,,
mm_0032024,Meta-Llama-3-8B-Instruct,0.0,0.73392254114151,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0677400,True,,,,,,,,
mm_0032024,Mistral-7B-Instruct-v0.1,0.0,0.999999701976776,sapbert_full_len3,6,6,0,5,False,2,0.6500224216483541,0.25146299858006066,C0543467,False,,,,,,,,
mm_0032024,PubMedBERT,1.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0242193,True,6.0,1.0,"{""UMLS:C0242193"": 6}",-0.0,-0.0,1.0,UMLS:C0242193,0.0
mm_0033033,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1447749,True,5.0,1.0,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0.0
mm_0033033,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0027609,True,5.0,1.0,"{""C0027609"": 5}",-0.0,-0.0,0.0,C0027609,0.0
mm_0033033,BioMistral-7B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1413713,True,,,,,,,,
mm_0033033,FLAN-T5-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0443193,False,,,,,,,,
mm_0033033,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.31091750708257115,C0271379,False,,,,,,,,
mm_0033033,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0271379,True,,,,,,,,
mm_0033033,Mistral-7B-Instruct-v0.1,0.0,0.7883397936820984,sapbert_full_len3,5,4,1,4,False,1,-0.0,-0.0,C1413713,True,,,,,,,,
mm_0033033,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1839576,False,5.0,2.0,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0.0
mm_0033615,BERT-base,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C1447749,True,6.0,1.0,"{""C1447749"": 6}",-0.0,-0.0,0.0,C1447749,0.0
mm_0033615,BioBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,4,1.9182958340544896,0.7420981285103057,C1312419,False,6.0,4.0,"{""C1370369"": 1, ""C0008396"": 1, ""C1312419"": 2, ""UMLS:C1257990"": 2}",1.9182958340544896,0.7420981285103057,0.0,C1312419,1.0
mm_0033615,BioMistral-7B,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C1422070,True,,,,,,,,
mm_0033615,FLAN-T5-base,0.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C1422070,True,,,,,,,,
mm_0033615,Llama3-OpenBioLLM-8B,1.0,1.0,sapbert_full_len3,6,6,0,5,False,3,1.4591479170272446,0.5644754678724235,C0205100,False,,,,,,,,
mm_0033615,Meta-Llama-3-8B-Instruct,1.0,1.0,sapbert_full_len3,6,6,0,5,False,1,-0.0,-0.0,C0205100,True,,,,,,,,
mm_0033615,Mistral-7B-Instruct-v0.1,0.0,0.9999998807907104,sapbert_full_len3,6,6,0,5,False,3,1.2516291673878228,0.4841962570206112,C1422070,False,,,,,,,,
mm_0033615,PubMedBERT,0.0,1.0,sapbert_full_len3,6,6,0,5,False,2,0.9182958340544896,0.355245321275764,C1447749,False,6.0,2.0,"{""C1447749"": 4, ""C1839576"": 2}",0.9182958340544896,0.355245321275764,0.0,C1447749,0.0
mm_0034135,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.31091750708257115,C0040048,False,5.0,2.0,"{""C0040048"": 4, ""C1447749"": 1}",0.7219280948873623,0.3109175070825711,0.0,C0040048,0.0
mm_0034135,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.31091750708257115,C1447749,False,5.0,2.0,"{""C1839576"": 1, ""C1447749"": 4}",0.7219280948873623,0.3109175070825711,0.0,C1447749,0.0
mm_0034135,BioMistral-7B,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C0014544,False,,,,,,,,
mm_0034135,FLAN-T5-base,1.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0149552,True,,,,,,,,
mm_0034135,Llama3-OpenBioLLM-8B,0.0,0.9999999403953552,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.31091750708257115,C3887642,False,,,,,,,,
mm_0034135,Meta-Llama-3-8B-Instruct,1.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0149552,True,,,,,,,,
mm_0034135,Mistral-7B-Instruct-v0.1,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0014544,True,,,,,,,,
mm_0034135,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1839576,True,5.0,1.0,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0.0
mm_0035154,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.31091750708257115,C1447749,False,5.0,2.0,"{""C1447749"": 4, ""UMLS:C1257990"": 1}",0.7219280948873623,0.3109175070825711,0.0,C1447749,0.0
mm_0035154,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C1257990,True,5.0,1.0,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0.0
mm_0035154,BioMistral-7B,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0277556,True,,,,,,,,
mm_0035154,FLAN-T5-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0057163,True,,,,,,,,
mm_0035154,Llama3-OpenBioLLM-8B,0.0,0.9999995231628418,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C0013227,False,,,,,,,,
mm_0035154,Meta-Llama-3-8B-Instruct,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0277556,True,,,,,,,,
mm_0035154,Mistral-7B-Instruct-v0.1,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0277556,True,,,,,,,,
mm_0035154,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C1839576,False,5.0,2.0,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0.0
mm_0035353,BERT-base,0.0,1.0,sapbert_full_len3,8,8,0,7,False,2,0.5435644431995964,0.1811881477331988,C0075128,False,8.0,2.0,"{""C0075128"": 7, ""UMLS:C1257990"": 1}",0.5435644431995964,0.1811881477331988,0.0,C0075128,0.0
mm_0035353,BioBERT,0.0,1.0,sapbert_full_len3,8,8,0,7,False,2,0.954434002924965,0.318144667641655,C1257990,False,8.0,2.0,"{""UMLS:C1257990"": 5, ""C0008396"": 3}",0.954434002924965,0.318144667641655,0.0,UMLS:C1257990,0.0
mm_0035353,BioMistral-7B,1.0,1.0,sapbert_full_len3,8,8,0,7,False,1,-0.0,-0.0,C0030664,True,,,,,,,,
mm_0035353,FLAN-T5-base,1.0,1.0,sapbert_full_len3,8,8,0,7,False,4,1.5487949406953985,0.5162649802317995,C0030664,False,,,,,,,,
mm_0035353,Llama3-OpenBioLLM-8B,1.0,1.0,sapbert_full_len3,8,8,0,7,False,2,0.954434002924965,0.318144667641655,C0030664,False,,,,,,,,
mm_0035353,Meta-Llama-3-8B-Instruct,1.0,1.0,sapbert_full_len3,8,8,0,7,False,1,-0.0,-0.0,C0030664,True,,,,,,,,
mm_0035353,Mistral-7B-Instruct-v0.1,1.0,1.0,sapbert_full_len3,8,8,0,7,False,1,-0.0,-0.0,C0030664,True,,,,,,,,
mm_0035353,PubMedBERT,0.0,1.0,sapbert_full_len3,8,8,0,7,False,2,0.8112781244591328,0.2704260414863776,C1447749,False,8.0,2.0,"{""C1447749"": 6, ""C1839576"": 2}",0.8112781244591328,0.2704260414863776,0.0,C1447749,0.0
mm_0036097,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0
mm_0036097,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0
mm_0036097,BioMistral-7B,0.0,0.9999997615814208,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1336681,True,,,,,,,,
mm_0036097,FLAN-T5-base,0.0,0.9999997615814208,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1336681,True,,,,,,,,
mm_0036097,Llama3-OpenBioLLM-8B,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C1336681,False,,,,,,,,
mm_0036097,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C0017262,False,,,,,,,,
mm_0036097,Mistral-7B-Instruct-v0.1,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1336681,True,,,,,,,,
mm_0036097,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1447749,True,7.0,1.0,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0.0
mm_0036129,BERT-base,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.9709505944546686,0.4181656600790516,C2350390,False,5.0,2.0,"{""UMLS:C2350390"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C2350390,0.0
mm_0036129,BioBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,2,0.7219280948873623,0.31091750708257115,C1257990,False,5.0,2.0,"{""UMLS:C1257990"": 4, ""UMLS:C1707887"": 1}",0.7219280948873623,0.3109175070825711,0.0,UMLS:C1257990,0.0
mm_0036129,BioMistral-7B,0.0,0.9999998211860656,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C0600564,False,,,,,,,,
mm_0036129,FLAN-T5-base,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C0600564,False,,,,,,,,
mm_0036129,Llama3-OpenBioLLM-8B,0.0,0.9999998807907104,sapbert_full_len3,5,5,0,4,False,3,1.3709505944546687,0.5904362833084089,C0600564,False,,,,,,,,
mm_0036129,Meta-Llama-3-8B-Instruct,0.0,0.9999998211860656,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0600564,True,,,,,,,,
mm_0036129,Mistral-7B-Instruct-v0.1,0.0,0.9999998211860656,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0600564,True,,,,,,,,
mm_0036129,PubMedBERT,0.0,1.0,sapbert_full_len3,5,5,0,4,False,1,-0.0,-0.0,C0015131,True,5.0,1.0,"{""C0015131"": 5}",-0.0,-0.0,0.0,C0015131,0.0
mm_0036226,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342515,0.35094534299644053,C1158849,False,7.0,2.0,"{""C0949359"": 3, ""UMLS:C1158849"": 4}",0.9852281360342516,0.3509453429964405,0.0,UMLS:C1158849,0.0
mm_0036226,BioBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.863120568566631,0.30744974986419643,C0061751,False,7.0,2.0,"{""C0061751"": 5, ""C1257880"": 2}",0.863120568566631,0.3074497498641964,0.0,C0061751,0.0
mm_0036226,BioMistral-7B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.5916727785823275,0.21075809614719848,C3536965,False,,,,,,,,
mm_0036226,FLAN-T5-base,0.0,0.9999998211860656,sapbert_full_len3,7,7,0,6,False,3,1.1488348542809166,0.4092232318950598,C3536965,False,,,,,,,,
mm_0036226,Llama3-OpenBioLLM-8B,0.0,1.0,sapbert_full_len3,7,7,0,6,False,2,0.9852281360342515,0.35094534299644053,C3536965,False,,,,,,,,
mm_0036226,Meta-Llama-3-8B-Instruct,0.0,1.0,sapbert_full_len3,7,7,0,6,False,4,1.9502120649147465,0.6946795539074094,C3536965,False,,,,,,,,
mm_0036226,Mistral-7B-Instruct-v0.1,0.0,1.0,sapbert_full_len3,7,7,0,6,False,3,1.3787834934861753,0.49113258984568253,C3536965,False,,,,,,,,
mm_0036226,PubMedBERT,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1447749,True,7.0,1.0,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0.0
mm_0036569,BERT-base,0.0,1.0,sapbert_full_len3,7,7,0,6,False,1,-0.0,-0.0,C1257990,True,7.0,1.0,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0.0
