instance_id,model_name,domain,pair,normalised_entropy,m_accepted,accuracy,mapping_confidence,dominant_cui,n_unassigned,m_distinct,normalised_entropy_dedup,semantic_entropy_dedup,dominant_cui_dedup,n_unassigned_dedup,n_duplicate_variants,retained_m_accepted,retained_m_distinct,n_retrieval_rows,margin_mean,margin_min,s1_mean,s2_mean,margin_original
cadec_LIPITOR.484_TT5,PubMedBERT,biomedical,,-0.0,6,1,0.9999994039535522,C0231530,0,5,-0.0,-0.0,C0231530,0,1,True,True,7.0,0.11355332817350117,0.10491734743118286,0.9999992336545672,0.88644594,0.10491734743118286
cadec_LIPITOR.484_TT6,PubMedBERT,biomedical,,0.5904362833084089,4,0,0.9999954700469972,C0558212,0,3,0.75,1.5,C0558212,0,1,True,True,5.0,0.159963858127594,0.08911019563674927,0.9999985814094543,0.84003466,0.09082841873168956
cadec_LIPITOR.484_TT7,PubMedBERT,biomedical,,0.4181656600790516,4,0,0.9999988079071044,C5143478,0,3,0.5,1.0,C5141782,0,1,True,True,5.0,0.041074407100677376,0.04101854562759388,0.9999982714653013,0.95892394,0.04101854562759388
cadec_LIPITOR.485_TT1,PubMedBERT,biomedical,,0.3109175070825711,4,0,0.9999991655349731,C4053913,0,3,0.4056390622295664,0.8112781244591328,C4053913,0,1,True,True,5.0,0.125395667552948,0.08296722173690796,0.9999991536140442,0.87460345,0.136002779006958
cadec_LIPITOR.485_TT2,PubMedBERT,biomedical,,-0.0,4,1,0.999999463558197,C0917801,0,4,-0.0,-0.0,C0917801,0,0,True,True,5.0,0.060605430603027345,0.017099618911743164,0.9999994516372681,0.939394,0.07148188352584839
cadec_LIPITOR.485_TT4,PubMedBERT,biomedical,,-0.0,4,1,0.9999995231628418,C0015672,0,4,-0.0,-0.0,C0015672,0,0,True,True,5.0,0.03713124990463257,0.03713124990463257,0.9999995231628418,0.96286833,0.03713124990463257
cadec_LIPITOR.486_TT1,PubMedBERT,biomedical,,-0.0,8,1,0.9999990463256836,C0231528,0,5,-0.0,-0.0,C0231528,0,3,True,True,9.0,0.1197848849826389,0.07414603233337402,0.9999992317623563,0.8802144,0.1239621639251709
cadec_LIPITOR.486_TT2,PubMedBERT,biomedical,,0.2410796804848405,8,0,0.9999994039535522,C4085641,0,5,0.2514629985800606,0.6500224216483541,C4085641,0,3,True,True,9.0,0.07360672288470799,0.04773056507110596,0.9999994304445055,0.9263927,0.08099991083145142
cadec_LIPITOR.486_TT3,PubMedBERT,biomedical,,0.516078542239789,6,0,0.9999983310699464,C5143999,0,4,0.6554587535412855,1.521928094887362,C5143999,0,2,True,True,7.0,0.03928021022251672,0.020564436912536732,0.9999985354287284,0.9607183,0.020564436912536732
cadec_LIPITOR.488_TT7,PubMedBERT,biomedical,,0.6554587535412855,4,0,0.9305747747421264,C4709499,0,3,0.75,1.5,C4709499,0,1,True,True,5.0,0.07395529747009273,0.024985074996948242,0.969053304195404,0.89509803,0.06727987527847279
cadec_LIPITOR.488_TT8,PubMedBERT,biomedical,,0.6554587535412855,4,0,0.9305747747421264,C4709499,0,3,0.75,1.5,C4709499,0,1,True,True,5.0,0.04892630577087398,0.024985074996948242,0.9657757163047791,0.91684943,0.06727987527847279
cadec_LIPITOR.488_TT9,PubMedBERT,biomedical,,0.4181656600790516,4,0,0.9305747747421264,C4709499,0,3,0.4056390622295664,0.8112781244591328,C4709499,0,1,True,True,5.0,0.05036195516586297,0.024985074996948242,0.9551683664321899,0.90480644,0.06727987527847279
cadec_LIPITOR.488_TT10,PubMedBERT,biomedical,,-0.0,4,1,0.9999996423721312,C0701811,0,3,-0.0,-0.0,C0701811,0,1,True,True,5.0,0.061814308166503795,0.061814308166503795,0.9999996423721311,0.93818533,0.061814308166503795
cadec_LIPITOR.488_TT11,PubMedBERT,biomedical,,-0.0,4,1,0.9999995231628418,C0220870,0,3,-0.0,-0.0,C0220870,0,1,True,True,5.0,0.22412598133087158,0.22412598133087158,0.9999995231628418,0.77587354,0.22412598133087158
cadec_LIPITOR.488_TT12,PubMedBERT,biomedical,,0.8277293767706428,4,0,0.9305747747421264,C4483162,0,3,1.0,2.0,C4709499,0,1,True,True,5.0,0.03893593549728391,0.01732802391052246,0.9708548307418823,0.9319189,0.06727987527847279
cadec_LIPITOR.488_TT13,PubMedBERT,biomedical,,0.6554587535412855,4,0,0.9305747747421264,C4709499,0,3,0.75,1.5,C4709499,0,1,True,True,5.0,0.04892630577087398,0.024985074996948242,0.9657757163047791,0.91684943,0.06727987527847279
cadec_LIPITOR.488_TT15,PubMedBERT,biomedical,,0.6554587535412855,4,0,0.9305747747421264,C4709499,0,3,0.75,1.5,C4709499,0,1,True,True,5.0,0.04892630577087398,0.024985074996948242,0.9657757163047791,0.91684943,0.06727987527847279
cadec_LIPITOR.488_TT3,PubMedBERT,biomedical,,-0.0,4,1,0.9999996423721312,C0344232,0,3,-0.0,-0.0,C0344232,0,1,True,True,5.0,0.12633219957351677,0.12013012170791626,0.9999996066093445,0.8736674,0.12788271903991688
cadec_LIPITOR.488_TT4,PubMedBERT,biomedical,,-0.0,4,1,0.999999463558197,C0701811,0,3,-0.0,-0.0,C0701811,0,1,True,True,5.0,0.07089660167694085,0.06180560588836659,0.9999995708465577,0.929103,0.08452439308166504
cadec_LIPITOR.490_TT1,PubMedBERT,biomedical,,-0.0,4,1,0.9999996423721312,C0344232,0,3,-0.0,-0.0,C0344232,0,1,True,True,5.0,0.08066940307617176,0.08066940307617176,0.9999996423721311,0.91933024,0.08066940307617176
cadec_LIPITOR.490_TT3,PubMedBERT,biomedical,,-0.0,4,0,0.9999996423721312,C0151786,0,4,-0.0,-0.0,C0151786,0,0,True,True,5.0,0.040403366088867076,0.040403366088867076,0.9999996423721311,0.9595963,0.040403366088867076
cadec_LIPITOR.490_TT2,PubMedBERT,biomedical,,-0.0,4,1,0.9999991655349731,C0231528,0,3,-0.0,-0.0,C0231528,0,1,True,True,5.0,0.06322735548019409,0.06322735548019409,0.9999991655349731,0.93677175,0.06322735548019409
cadec_LIPITOR.490_TT4,PubMedBERT,biomedical,,-0.0,4,1,0.9999995231628418,C0015672,0,4,-0.0,-0.0,C0015672,0,0,True,True,5.0,0.06265870332717897,0.03713124990463257,0.9999994754791259,0.93734074,0.03713124990463257
cadec_LIPITOR.491_TT1,PubMedBERT,biomedical,,-0.0,6,1,0.9999992847442628,C0016512,0,5,-0.0,-0.0,C0016512,0,1,True,True,7.0,0.0813325388090952,0.06988483667373657,0.9999993188040598,0.9186668,0.07831919193267833
cadec_LIPITOR.491_TT3,PubMedBERT,biomedical,,-0.0,5,1,0.9999994039535522,C0006386,0,4,-0.0,-0.0,C0006386,0,1,True,True,6.0,0.07406562566757202,0.07406562566757202,0.9999994039535522,0.9259338,0.07406562566757202
cadec_LIPITOR.491_TT2,PubMedBERT,biomedical,,-0.0,5,1,0.9999995827674866,C1136179,0,3,-0.0,-0.0,C1136179,0,2,True,True,6.0,0.006810963153839111,0.006810963153839111,0.9999995827674866,0.9931886,0.006810963153839111
cadec_LIPITOR.491_TT4,PubMedBERT,biomedical,,0.1811881477331988,7,0,0.9999983906745912,C4288974,0,6,0.2107580961471984,0.5916727785823275,C4288974,0,1,True,True,8.0,0.1825946271419526,0.03670698404312123,0.9999984353780748,0.8174038,0.20343571901321422
cadec_LIPITOR.491_TT5,PubMedBERT,biomedical,,0.353759374819711,7,0,0.9999983906745912,C4288974,0,5,0.4841962570206112,1.2516291673878228,C4288974,0,2,True,True,8.0,0.17290123552083977,0.03670698404312123,0.9999984353780748,0.8270972,0.20343571901321422
cadec_LIPITOR.491_TT6,PubMedBERT,biomedical,,0.2704260414863776,7,0,0.9999983906745912,C4288974,0,5,0.2514629985800606,0.6500224216483541,C4288974,0,2,True,True,8.0,0.16175353527069097,0.03670698404312123,0.9999984800815582,0.8382449,0.20343571901321422
cadec_LIPITOR.491_TT7,PubMedBERT,biomedical,,-0.0,7,0,0.9999937415122986,C0023218,0,6,-0.0,-0.0,C0023218,0,1,True,True,8.0,0.06162005662918091,0.06162005662918091,0.9999937415122986,0.9383737,0.06162005662918091
cadec_LIPITOR.492_TT2,PubMedBERT,biomedical,,-0.0,6,0,0.9999991655349731,C2957106,0,4,-0.0,-0.0,C2957106,0,2,True,True,7.0,0.12063103914260864,0.12063103914260864,0.9999991655349731,0.8793681,0.12063103914260864
cadec_LIPITOR.492_TT3,PubMedBERT,biomedical,,-0.0,6,1,0.999999701976776,C0007859,0,5,-0.0,-0.0,C0007859,0,1,True,True,7.0,0.05315083265304554,0.05315083265304554,0.999999701976776,0.94684887,0.05315083265304554
cadec_LIPITOR.492_TT7,PubMedBERT,biomedical,,-0.0,4,1,0.9999991059303284,C0018681,0,3,-0.0,-0.0,C0018681,0,1,True,True,5.0,0.15948361158370972,0.15948361158370972,0.9999991059303284,0.8405155,0.15948361158370972
cadec_LIPITOR.493_TT1,PubMedBERT,biomedical,,-0.0,6,1,0.9999986886978148,C0030567,0,4,-0.0,-0.0,C0030567,0,2,True,True,7.0,0.03858816623687733,0.03858816623687733,0.9999986886978148,0.9614105,0.03858816623687733
cadec_LIPITOR.493_TT5,PubMedBERT,biomedical,,-0.0,4,0,0.9999995827674866,C0233794,0,3,-0.0,-0.0,C0233794,0,1,True,True,5.0,0.009056389331817627,0.009056389331817627,0.9999995827674866,0.99094313,0.009056389331817627
cadec_LIPITOR.493_TT6,PubMedBERT,biomedical,,-0.0,6,1,0.9999992847442628,C0040822,0,5,-0.0,-0.0,C0040822,0,1,True,True,7.0,0.024944067001342884,0.024944067001342884,0.9999992847442628,0.9750552,0.024944067001342884
cadec_LIPITOR.493_TT7,PubMedBERT,biomedical,,-0.0,6,1,0.9999986886978148,C0030567,0,5,-0.0,-0.0,C0030567,0,1,True,True,7.0,0.03858816623687733,0.03858816623687733,0.9999986886978148,0.9614105,0.03858816623687733
cadec_LIPITOR.493_TT9,PubMedBERT,biomedical,,-0.0,6,1,0.999999463558197,C0002736,0,4,-0.0,-0.0,C0002736,0,2,True,True,7.0,0.0572348918233599,0.057051122188568115,0.9999994805880955,0.9427646,0.057051122188568115
cadec_LIPITOR.494_TT2,PubMedBERT,biomedical,,-0.0,4,0,0.9999993443489076,C0344315,0,3,-0.0,-0.0,C0344315,0,1,True,True,5.0,0.060069024562835804,0.060069024562835804,0.9999993443489077,0.9399303,0.060069024562835804
cadec_LIPITOR.494_TT3,PubMedBERT,biomedical,,-0.0,4,0,0.9999991059303284,C3539029,0,3,-0.0,-0.0,C3539029,0,1,True,True,5.0,0.027232825756072998,0.027232825756072998,0.9999991059303284,0.9727663,0.027232825756072998
cadec_LIPITOR.494_TT4,PubMedBERT,biomedical,,-0.0,4,0,0.999999225139618,C0027769,0,3,-0.0,-0.0,C0027769,0,1,True,True,5.0,0.023089563846588244,5.960464488641293e-08,0.9999992251396181,0.97690964,0.028861939907074086
cadec_LIPITOR.495_TT1,PubMedBERT,biomedical,,0.4056390622295664,3,0,0.9999988079071044,C3475597,0,3,0.4056390622295664,0.8112781244591328,C3475597,0,0,True,True,4.0,0.04241338372230519,0.02960073947906483,0.999998852610588,0.95758545,0.02960073947906483
cadec_LIPITOR.495_TT2,PubMedBERT,biomedical,,-0.0,4,1,0.999999701976776,C0030193,0,4,-0.0,-0.0,C0030193,0,0,True,True,5.0,0.07269307374954218,0.04506587982177723,0.9999996185302734,0.92730653,0.04506587982177723
cadec_LIPITOR.495_TT3,PubMedBERT,biomedical,,-0.0,6,1,0.9999993443489076,C0278141,0,4,-0.0,-0.0,C0278141,0,2,True,True,7.0,0.004343058381761934,-1.7881393421514957e-07,0.9999993443489076,0.9956563,0.007600486278534047
cadec_LIPITOR.495_TT6,PubMedBERT,biomedical,,0.2514629985800606,5,0,0.9999990463256836,C6024900,0,4,0.3109175070825711,0.7219280948873623,C6024900,0,1,True,True,6.0,0.03766201933224996,0.020976781845092773,0.9999991059303284,0.9623371,0.020976781845092773
cadec_LIPITOR.495_TT7,PubMedBERT,biomedical,,0.4181656600790516,4,0,0.9999993443489076,C3476126,0,4,0.4181656600790516,0.9709505944546686,C3476126,0,0,True,True,5.0,0.048428356647491524,0.04511547088623047,0.9999992728233338,0.95157087,0.05063694715499889
cadec_LIPITOR.495_TT8,PubMedBERT,biomedical,,-0.0,4,0,0.9999985694885254,C0018576,0,3,-0.0,-0.0,C0018576,0,1,True,True,5.0,0.10724092721939087,0.10688579082489014,0.9999987602233886,0.8927578,0.10688579082489014
cadec_LIPITOR.496_TT1,PubMedBERT,biomedical,,0.5544923070581674,6,0,0.9999994039535522,C4330220,0,4,0.5904362833084089,1.3709505944546687,C4330220,0,2,True,True,7.0,0.1095339230128697,0.08660632371902477,0.9999991825648716,0.89046526,0.09690725803375244
cadec_LIPITOR.496_TT2,PubMedBERT,biomedical,,-0.0,8,0,0.9999996423721312,C3714552,0,5,-0.0,-0.0,C3714552,0,3,True,True,9.0,0.05559408664703358,0.05559408664703358,0.9999996423721311,0.94440556,0.05559408664703358
cadec_LIPITOR.496_TT4,PubMedBERT,biomedical,,0.7420981285103057,5,0,0.999998152256012,C2032379,0,3,1.0,2.0,C4706621,0,2,True,True,6.0,0.060153186321258545,0.04102933406829834,0.9999987582365671,0.93984556,0.12616246938705444
cadec_LIPITOR.496_TT3,PubMedBERT,biomedical,,0.8710490642551527,5,0,0.999998152256012,C3174631,0,4,1.0,2.321928094887362,C4706621,0,1,True,True,6.0,0.07763507962226868,0.04102933406829834,0.9999989370505015,0.9223638,0.12616246938705444
cadec_LIPITOR.496_TT5,PubMedBERT,biomedical,,-0.0,3,0,0.999999463558197,C0596601,0,3,-0.0,-0.0,C0596601,0,0,True,True,4.0,0.0752878189086914,0.0752878189086914,0.999999463558197,0.92471164,0.0752878189086914
cadec_LIPITOR.496_TT7,PubMedBERT,biomedical,,-0.0,4,1,0.9999990463256836,C0393760,0,3,-0.0,-0.0,C0393760,0,1,True,True,5.0,0.007970035076141357,0.007970035076141357,0.9999990463256836,0.992029,0.007970035076141357
cadec_LIPITOR.496_TT8,PubMedBERT,biomedical,,-0.0,4,1,0.9999994039535522,C0231528,0,3,-0.0,-0.0,C0231528,0,1,True,True,5.0,0.050185656547546385,0.031551361083984375,0.9999994277954102,0.9498137,0.031551361083984375
cadec_LIPITOR.496_TT11,PubMedBERT,biomedical,,-0.0,5,0,0.9999989867210388,C3260747,0,4,-0.0,-0.0,C3260747,0,1,True,True,6.0,0.14535582065582275,0.14535582065582275,0.9999989867210388,0.85464317,0.14535582065582275
cadec_LIPITOR.497_TT2,PubMedBERT,biomedical,,-0.0,5,1,0.999999463558197,C0231528,0,3,-0.0,-0.0,C0231528,0,2,True,True,6.0,0.02150338888168335,0.02150338888168335,0.999999463558197,0.9784961,0.02150338888168335
cadec_LIPITOR.497_TT3,PubMedBERT,biomedical,,-0.0,5,1,0.9999989867210388,C0024031,0,3,-0.0,-0.0,C0024031,0,2,True,True,6.0,0.09191209077835083,0.09191209077835083,0.9999989867210388,0.90808696,0.09191209077835083
cadec_LIPITOR.497_TT4,PubMedBERT,biomedical,,-0.0,6,1,0.999999463558197,C0231528,0,4,-0.0,-0.0,C0231528,0,2,True,True,7.0,0.10980779784066337,0.06322735548019409,0.999999293259212,0.8901915,0.12836837768554688
cadec_LIPITOR.497_TT6,PubMedBERT,biomedical,,0.8277293767706428,4,0,0.9999991655349731,C5959855,0,3,1.0,2.0,C3166727,0,1,True,True,5.0,0.12263236045837397,0.046189308166503906,0.9999986886978149,0.87736636,0.08068108558654785
cadec_LIPITOR.497_TT7,PubMedBERT,biomedical,,0.8277293767706428,4,0,0.9999991655349731,C5959855,0,3,1.0,2.0,C3166727,0,1,True,True,5.0,0.12263236045837397,0.046189308166503906,0.9999986886978149,0.87736636,0.08068108558654785
cadec_LIPITOR.498_TT1,PubMedBERT,biomedical,,0.2107580961471984,6,0,0.968644678592682,C4710967,0,5,0.2514629985800606,0.6500224216483541,C4710967,0,1,True,True,7.0,0.14976320947919586,0.13918983936309826,0.9731237718037198,0.82336056,0.15152543783187877
cadec_LIPITOR.498_TT2,PubMedBERT,biomedical,,0.3074497498641964,6,0,0.968644678592682,C4710967,0,5,0.355245321275764,0.9182958340544896,C4710967,0,1,True,True,7.0,0.14800098112651291,0.13918983936309826,0.9776028650147576,0.8296019,0.15152543783187877
cadec_LIPITOR.498_TT3,PubMedBERT,biomedical,,-0.0,6,1,0.999999463558197,C0023222,0,5,-0.0,-0.0,C0023222,0,1,True,True,7.0,0.047299632004329135,0.036155879497528076,0.9999994465282985,0.9526998,0.036155879497528076
cadec_LIPITOR.498_TT4,PubMedBERT,biomedical,,0.2514629985800606,5,0,0.968644678592682,C4710967,0,4,0.3109175070825711,0.7219280948873623,C4710967,0,1,True,True,6.0,0.14946950475374868,0.13918983936309826,0.9738702873388928,0.8244007,0.15152543783187877
cadec_LIPITOR.498_TT5,PubMedBERT,biomedical,,-0.0,6,1,0.9999996423721312,C0026846,0,4,-0.0,-0.0,C0026846,0,2,True,True,7.0,0.0375225543975829,0.0375225543975829,0.9999996423721312,0.9624771,0.0375225543975829
cadec_LIPITOR.498_TT6,PubMedBERT,biomedical,,-0.0,5,0,0.9999995827674866,C0233794,0,4,-0.0,-0.0,C0233794,0,1,True,True,6.0,-1.1920928955078125e-07,-1.1920928955078125e-07,0.9999995827674866,0.9999997,-1.1920928955078125e-07
cadec_LIPITOR.498_TT7,PubMedBERT,biomedical,,-0.0,6,1,0.9999994039535522,C4721453,0,3,-0.0,-0.0,C4721453,0,3,True,True,7.0,0.0096510648727417,0.0096510648727417,0.9999994039535522,0.99034834,0.0096510648727417
cadec_LIPITOR.498_TT10,PubMedBERT,biomedical,,0.6554587535412855,4,0,0.999999463558197,C3172773,0,3,0.75,1.5,C3172773,0,1,True,True,5.0,0.07433428764343257,0.05759024620056141,0.9999991178512573,0.9256648,0.0713701844215393
cadec_LIPITOR.499_TT1,PubMedBERT,biomedical,,-0.0,4,1,0.9999996423721312,C0231528,0,4,-0.0,-0.0,C0231528,0,0,True,True,5.0,0.09095487594604487,0.06321227550506592,0.9999993920326233,0.90904456,0.09188747406005848
cadec_LIPITOR.499_TT2,PubMedBERT,biomedical,,0.4181656600790516,4,1,0.9999996423721312,C0231530,0,3,0.4056390622295664,0.8112781244591328,C0231530,0,1,True,True,5.0,0.059781908988952526,1.1920928943975895e-07,0.9999996423721311,0.9402178,0.09963643550872792
cadec_LIPITOR.500_TT3,PubMedBERT,biomedical,,-0.0,4,1,0.9999995827674866,C4721453,0,3,-0.0,-0.0,C4721453,0,1,True,True,5.0,0.008632957935333252,0.008632957935333252,0.9999995827674866,0.99136657,0.008632957935333252
cadec_LIPITOR.500_TT6,PubMedBERT,biomedical,,0.8277293767706428,4,0,0.9999991655349731,C5983751,0,3,1.0,2.0,C4054839,0,1,True,True,5.0,0.13398996591567996,0.06423550844192505,0.9999992251396179,0.86600924,0.06423550844192505
cadec_LIPITOR.500_TT9,PubMedBERT,biomedical,,0.4181656600790516,4,0,0.99999737739563,C4055122,0,3,0.5,1.0,C2598246,0,1,True,True,5.0,0.11210018396377568,0.05908757448196422,0.9999980211257935,0.88789785,0.05908757448196422
cadec_LIPITOR.500_TT10,PubMedBERT,biomedical,,-0.0,4,1,0.9999993443489076,C0085624,0,3,-0.0,-0.0,C0085624,0,1,True,True,5.0,0.016967177391052357,0.016967177391052357,0.9999993443489077,0.9830321,0.016967177391052357
cadec_LIPITOR.500_TT11,PubMedBERT,biomedical,,-0.0,4,1,0.999999701976776,C0030193,0,3,-0.0,-0.0,C0030193,0,1,True,True,5.0,0.04506587982177723,0.04506587982177723,0.9999997019767759,0.9549338,0.04506587982177723
cadec_LIPITOR.500_TT12,PubMedBERT,biomedical,,-0.0,4,0,0.9999937415122986,C0023218,0,3,-0.0,-0.0,C0023218,0,1,True,True,5.0,0.06162005662918091,0.06162005662918091,0.9999937415122986,0.9383737,0.06162005662918091
cadec_LIPITOR.500_TT14,PubMedBERT,biomedical,,-0.0,4,1,0.9999996423721312,C0033774,0,3,-0.0,-0.0,C0033774,0,1,True,True,5.0,0.03069031238555897,0.03069031238555897,0.9999996423721311,0.96930933,0.03069031238555897
cadec_LIPITOR.500_TT15,PubMedBERT,biomedical,,-0.0,4,0,0.9999996423721312,C0030554,0,3,-0.0,-0.0,C0030554,0,1,True,True,5.0,-5.960464488641293e-08,-5.960464488641293e-08,0.9999996423721311,0.9999997,-5.960464488641293e-08
cadec_LIPITOR.501_TT1,PubMedBERT,biomedical,,-0.0,6,1,0.9999995231628418,C0588008,0,5,-0.0,-0.0,C0588008,0,1,True,True,7.0,0.04699361324310303,0.04699361324310303,0.9999995231628418,0.9530059,0.04699361324310303
cadec_LIPITOR.501_TT2,PubMedBERT,biomedical,,0.2107580961471984,6,1,0.9999994039535522,C0003467,0,5,0.2514629985800606,0.6500224216483541,C0003467,0,1,True,True,7.0,0.019563964435032437,0.009533584117889404,0.9999993102891105,0.9804354,0.014359116554260254
cadec_LIPITOR.501_TT3,PubMedBERT,biomedical,,0.7964530359382728,6,0,0.9999991059303284,C5418837,0,4,1.0,2.321928094887362,C5570899,0,2,True,True,7.0,0.21231862476893834,0.04429352283477783,0.9932108691760472,0.78089225,0.3162168264389038
cadec_LIPITOR.501_TT4,PubMedBERT,biomedical,,-0.0,6,0,0.999998927116394,C0863105,0,4,-0.0,-0.0,C0863105,0,2,True,True,7.0,0.11098788465772359,0.11073213815689098,0.9999990292957851,0.8890111,0.11109018325805664
cadec_LIPITOR.501_TT5,PubMedBERT,biomedical,,-0.0,6,1,0.9999989867210388,C0015672,0,5,-0.0,-0.0,C0015672,0,1,True,True,7.0,0.08785009384155269,0.0401632785797118,0.9999989100864956,0.91214883,0.12361520528793335
cadec_LIPITOR.502_TT2,PubMedBERT,biomedical,,-0.0,4,1,0.999999701976776,C0011991,0,3,-0.0,-0.0,C0011991,0,1,True,True,5.0,0.021445477008819512,0.005444943904876709,0.9999996066093445,0.9785541,0.017109453678130992
cadec_LIPITOR.502_TT3,PubMedBERT,biomedical,,-0.0,4,0,0.9999995231628418,C0426623,0,3,-0.0,-0.0,C0426623,0,1,True,True,5.0,0.05646771192550659,0.0432201623916626,0.9999994993209839,0.9435318,0.0432201623916626
cadec_LIPITOR.502_TT5,PubMedBERT,biomedical,,0.6562657890890309,6,0,0.9999988079071044,C2964597,0,5,0.6934264036172707,1.7924812503605778,C2964597,0,1,True,True,7.0,0.057997116020747606,0.04047888517379761,0.9999990889004299,0.94200194,0.059400439262390026
cadec_LIPITOR.503_TT1,PubMedBERT,biomedical,,-0.0,4,1,0.9999997615814208,C0018799,0,4,-0.0,-0.0,C0018799,0,0,True,True,5.0,0.10692775249481194,0.09950065612792958,0.9999996423721313,0.89307195,0.09950065612792958
cadec_LIPITOR.503_TT3,PubMedBERT,biomedical,,-0.0,6,0,0.9999986290931702,C4551516,0,4,-0.0,-0.0,C4551516,0,2,True,True,7.0,0.03225207328796387,0.03175520896911621,0.9999985609735761,0.96774644,0.03175520896911621
cadec_LIPITOR.503_TT4,PubMedBERT,biomedical,,0.3074497498641964,6,0,0.9999979138374328,C3483352,0,4,0.3109175070825711,0.7219280948873623,C3483352,0,2,True,True,7.0,0.03429698092596863,0.03403693437576294,0.9999972326414924,0.96570027,0.034400999546050914
cadec_LIPITOR.504_TT1,PubMedBERT,biomedical,,0.3109175070825711,4,0,0.9999986290931702,C0869223,0,3,0.4056390622295664,0.8112781244591328,C0869223,0,1,True,True,5.0,0.028254151344299296,0.02221149206161499,0.9999986529350281,0.97174454,0.02221149206161499
cadec_LIPITOR.504_TT2,PubMedBERT,biomedical,,-0.0,4,1,0.9999993443489076,C0161479,0,3,-0.0,-0.0,C0161479,0,1,True,True,5.0,0.06718546152114879,0.06718546152114879,0.9999993443489077,0.9328138,0.06718546152114879
cadec_LIPITOR.504_TT3,PubMedBERT,biomedical,,-0.0,4,0,0.9999992847442628,C1260922,0,3,-0.0,-0.0,C1260922,0,1,True,True,5.0,0.07615780830383312,0.07615780830383312,0.9999992847442629,0.9238415,0.07615780830383312
cadec_LIPITOR.504_TT4,PubMedBERT,biomedical,,-0.0,4,1,0.9999997615814208,C0427008,0,3,-0.0,-0.0,C0427008,0,1,True,True,5.0,0.04218769073486317,0.04218769073486317,0.9999997615814207,0.95781213,0.04218769073486317
cadec_LIPITOR.504_TT5,PubMedBERT,biomedical,,-0.0,4,0,0.9999992847442628,C0410158,0,3,-0.0,-0.0,C0410158,0,1,True,True,5.0,0.0766480565071107,0.0766480565071107,0.9999992847442629,0.92335117,0.0766480565071107
cadec_LIPITOR.504_TT6,PubMedBERT,biomedical,,0.3109175070825711,4,0,0.9999986290931702,C0869223,0,3,0.4056390622295664,0.8112781244591328,C0869223,0,1,True,True,5.0,0.030496942996978738,0.02221149206161499,0.9999984264373779,0.9695015,0.02221149206161499
cadec_LIPITOR.504_TT7,PubMedBERT,biomedical,,-0.0,6,1,0.9999991655349731,C0002170,0,4,-0.0,-0.0,C0002170,0,2,True,True,7.0,0.06852952923093526,0.038548409938812256,0.9999991995947701,0.9314696,0.038548409938812256
cadec_LIPITOR.504_TT10,PubMedBERT,biomedical,,-0.0,4,1,0.9999996423721312,C0312422,0,3,-0.0,-0.0,C0312422,0,1,True,True,5.0,0.11085921525955189,0.11085921525955189,0.9999996423721311,0.8891404,0.11085921525955189
cadec_LIPITOR.504_TT11,PubMedBERT,biomedical,,0.4841962570206112,5,0,0.9618847966194152,C4709520,0,4,0.5904362833084089,1.3709505944546687,C4709520,0,1,True,True,6.0,0.11721811691919955,0.0986490249633788,0.9651910960674286,0.8479729,0.0986490249633788
cadec_LIPITOR.504_TT14,PubMedBERT,biomedical,,0.4911325898456825,6,0,0.9618847966194152,C4709520,0,4,0.5904362833084089,1.3709505944546687,C4709520,0,2,True,True,7.0,0.12323795046125131,0.0986490249633788,0.9688960058348518,0.845658,0.0986490249633788
cadec_LIPITOR.504_TT15,PubMedBERT,biomedical,,-0.0,5,1,0.9999995827674866,C0019080,0,4,-0.0,-0.0,C0019080,0,1,True,True,6.0,0.07102233171463013,0.07102233171463013,0.9999995827674866,0.92897725,0.07102233171463013
cadec_LIPITOR.504_TT16,PubMedBERT,biomedical,,-0.0,6,0,0.9999995231628418,C1414950,0,5,-0.0,-0.0,C1414950,0,1,True,True,7.0,-1.7881393432617188e-07,-1.7881393432617188e-07,0.9999995231628418,0.9999997,-1.7881393432617188e-07
cadec_LIPITOR.505_TT1,PubMedBERT,biomedical,,0.3868528072345416,5,0,0.9999995827674866,C0017110,0,3,0.5,1.0,C0017110,0,2,True,True,6.0,0.06158146262168884,0.04787510633468628,0.9999995231628418,0.9384181,0.04787510633468628
cadec_LIPITOR.505_TT2,PubMedBERT,biomedical,,-0.0,6,1,0.9999995827674866,C0009806,0,3,-0.0,-0.0,C0009806,0,3,True,True,7.0,0.07207110098430089,0.06895548105239868,0.999999497617994,0.9279284,0.07434242963790894
cadec_LIPITOR.506_TT1,PubMedBERT,biomedical,,-0.0,4,1,0.9999994039535522,C0002622,0,3,-0.0,-0.0,C0002622,0,1,True,True,5.0,2.980232238769531e-07,2.980232238769531e-07,0.9999994039535522,0.99999917,2.980232238769531e-07
cadec_LIPITOR.506_TT2,PubMedBERT,biomedical,,0.5904362833084089,4,0,0.9999987483024596,C3699018,0,3,0.75,1.5,C3699018,0,1,True,True,5.0,0.022508943080902167,0.002851545810699574,0.9877177357673645,0.9652088,0.05242478847503651
cadec_LIPITOR.506_TT3,PubMedBERT,biomedical,,0.4181656600790516,4,0,0.9999987483024596,C3176066,0,3,0.4056390622295664,0.8112781244591328,C3176066,0,1,True,True,5.0,0.039090657234191875,0.019089460372924916,0.9999985814094543,0.96090794,0.05242478847503651
