instance_id,model_name,n_variants,n_clusters,cluster_distribution,semantic_entropy,normalised_semantic_entropy,mean_accuracy,dominant_cluster,instability_flag
mm_0031319,BioBERT,3,1,"{""C0008354"": 3}",-0.0,-0.0,0.0,C0008354,0
mm_0031319,PubMedBERT,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0,C1839576,0
mm_0031336,BERT-base,7,2,"{""UMLS:C1257990"": 5, ""C0034698"": 2}",0.863120568566631,0.30744974986419643,0.0,UMLS:C1257990,0
mm_0031336,BioBERT,7,1,"{""C0008354"": 7}",-0.0,-0.0,0.0,C0008354,0
mm_0031336,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0031384,BERT-base,7,2,"{""C1312419"": 6, ""C1447749"": 1}",0.5916727785823275,0.21075809614719848,0.0,C1312419,0
mm_0031384,BioBERT,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0031384,PubMedBERT,7,3,"{""C0059438"": 5, ""C1839576"": 1, ""UMLS:C1257990"": 1}",1.1488348542809166,0.4092232318950598,0.0,C0059438,0
mm_0032024,BERT-base,6,1,"{""UMLS:C0242193"": 6}",-0.0,-0.0,1.0,UMLS:C0242193,0
mm_0032024,BioBERT,6,1,"{""UMLS:C0242193"": 6}",-0.0,-0.0,1.0,UMLS:C0242193,0
mm_0032024,PubMedBERT,6,1,"{""UMLS:C0242193"": 6}",-0.0,-0.0,1.0,UMLS:C0242193,0
mm_0032896,BERT-base,3,1,"{""C0034698"": 3}",-0.0,-0.0,0.0,C0034698,0
mm_0032896,BioBERT,3,1,"{""C0265267"": 3}",-0.0,-0.0,0.0,C0265267,0
mm_0032896,PubMedBERT,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0,C1839576,0
mm_0033033,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0033033,BioBERT,5,1,"{""C0027609"": 5}",-0.0,-0.0,0.0,C0027609,0
mm_0033033,PubMedBERT,5,2,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0
mm_0033615,BERT-base,6,1,"{""C1447749"": 6}",-0.0,-0.0,0.0,C1447749,0
mm_0033615,BioBERT,6,4,"{""C1370369"": 1, ""C0008396"": 1, ""C1312419"": 2, ""UMLS:C1257990"": 2}",1.9182958340544896,0.7420981285103057,0.0,C1312419,1
mm_0033615,PubMedBERT,6,2,"{""C1447749"": 4, ""C1839576"": 2}",0.9182958340544896,0.355245321275764,0.0,C1447749,0
mm_0034026,BERT-base,3,1,"{""UMLS:C0038467"": 3}",-0.0,-0.0,0.0,UMLS:C0038467,0
mm_0034026,BioBERT,3,2,"{""UMLS:C1257990"": 2, ""UMLS:C0038467"": 1}",0.9182958340544896,0.579380164285695,0.0,UMLS:C1257990,1
mm_0034026,PubMedBERT,3,1,"{""UMLS:C0038467"": 3}",-0.0,-0.0,0.0,UMLS:C0038467,0
mm_0034135,BERT-base,5,2,"{""C0040048"": 4, ""C1447749"": 1}",0.7219280948873623,0.31091750708257115,0.0,C0040048,0
mm_0034135,BioBERT,5,2,"{""C1839576"": 1, ""C1447749"": 4}",0.7219280948873623,0.31091750708257115,0.0,C1447749,0
mm_0034135,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0035154,BERT-base,5,2,"{""C1447749"": 4, ""UMLS:C1257990"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1447749,0
mm_0035154,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0035154,PubMedBERT,5,2,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0
mm_0035353,BERT-base,8,2,"{""C0075128"": 7, ""UMLS:C1257990"": 1}",0.5435644431995964,0.1811881477331988,0.0,C0075128,0
mm_0035353,BioBERT,8,2,"{""UMLS:C1257990"": 5, ""C0008396"": 3}",0.954434002924965,0.318144667641655,0.0,UMLS:C1257990,0
mm_0035353,PubMedBERT,8,2,"{""C1447749"": 6, ""C1839576"": 2}",0.8112781244591328,0.2704260414863776,0.0,C1447749,0
mm_0035658,BERT-base,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0035658,BioBERT,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0035658,PubMedBERT,3,2,"{""C1447749"": 1, ""C1839576"": 2}",0.9182958340544896,0.579380164285695,0.0,C1839576,1
mm_0036097,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0036097,BioBERT,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0036097,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0036129,BERT-base,5,2,"{""UMLS:C2350390"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C2350390,0
mm_0036129,BioBERT,5,2,"{""UMLS:C1257990"": 4, ""UMLS:C1707887"": 1}",0.7219280948873623,0.31091750708257115,0.0,UMLS:C1257990,0
mm_0036129,PubMedBERT,5,1,"{""C0015131"": 5}",-0.0,-0.0,0.0,C0015131,0
mm_0036226,BERT-base,7,2,"{""C0949359"": 3, ""UMLS:C1158849"": 4}",0.9852281360342515,0.35094534299644053,0.0,UMLS:C1158849,0
mm_0036226,BioBERT,7,2,"{""C0061751"": 5, ""C1257880"": 2}",0.863120568566631,0.30744974986419643,0.0,C0061751,0
mm_0036226,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0036569,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0036569,BioBERT,7,2,"{""UMLS:C1257990"": 3, ""C1447749"": 4}",0.9852281360342515,0.35094534299644053,0.0,C1447749,0
mm_0036569,PubMedBERT,7,2,"{""C1839576"": 5, ""C1447749"": 2}",0.863120568566631,0.30744974986419643,0.0,C1839576,0
mm_0037241,BERT-base,6,1,"{""C1447749"": 6}",-0.0,-0.0,0.0,C1447749,0
mm_0037241,BioBERT,6,2,"{""UMLS:C1257990"": 3, ""C1447749"": 3}",1.0,0.38685280723454163,0.0,UMLS:C1257990,0
mm_0037241,PubMedBERT,6,2,"{""UMLS:C1257990"": 4, ""C1839576"": 2}",0.9182958340544896,0.355245321275764,0.0,UMLS:C1257990,0
mm_0037245,BERT-base,6,2,"{""C1447749"": 5, ""UMLS:C1257990"": 1}",0.6500224216483541,0.25146299858006066,0.0,C1447749,0
mm_0037245,BioBERT,6,2,"{""UMLS:C1257990"": 3, ""C1447749"": 3}",1.0,0.38685280723454163,0.0,UMLS:C1257990,0
mm_0037245,PubMedBERT,6,2,"{""UMLS:C1257990"": 4, ""C1839576"": 2}",0.9182958340544896,0.355245321275764,0.0,UMLS:C1257990,0
mm_0037301,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0037301,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0037301,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0037668,BERT-base,5,2,"{""UMLS:C0242193"": 3, ""C0005976"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C0242193,0
mm_0037668,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0037668,PubMedBERT,5,2,"{""C1447749"": 4, ""C1839576"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1447749,0
mm_0037976,BERT-base,9,2,"{""UMLS:C0010362"": 7, ""UMLS:C0242193"": 2}",0.7642045065086203,0.24107968048484052,0.7777777777777778,UMLS:C0010362,0
mm_0037976,BioBERT,9,1,"{""UMLS:C0010362"": 9}",-0.0,-0.0,1.0,UMLS:C0010362,0
mm_0037976,PubMedBERT,9,2,"{""UMLS:C0010362"": 5, ""C1839576"": 4}",0.9910760598382222,0.3126496871021503,0.5555555555555556,UMLS:C0010362,0
mm_0038321,BERT-base,4,2,"{""UMLS:C1257990"": 2, ""UMLS:C2350390"": 2}",1.0,0.5,0.0,UMLS:C1257990,1
mm_0038321,BioBERT,4,1,"{""UMLS:C1257990"": 4}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0038321,PubMedBERT,4,1,"{""C1447749"": 4}",-0.0,-0.0,0.0,C1447749,0
mm_0038389,BERT-base,5,1,"{""UMLS:C0681906"": 5}",-0.0,-0.0,0.0,UMLS:C0681906,0
mm_0038389,BioBERT,5,2,"{""C5392105"": 1, ""C0027609"": 4}",0.7219280948873623,0.31091750708257115,0.0,C0027609,0
mm_0038389,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0038431,BERT-base,7,3,"{""C1312419"": 4, ""UMLS:C3808257"": 1, ""UMLS:C1257990"": 2}",1.3787834934861753,0.49113258984568253,0.0,C1312419,0
mm_0038431,BioBERT,7,1,"{""C0008354"": 7}",-0.0,-0.0,0.0,C0008354,0
mm_0038431,PubMedBERT,7,2,"{""C1447749"": 6, ""UMLS:C1502411"": 1}",0.5916727785823275,0.21075809614719848,0.0,C1447749,0
mm_0038623,BERT-base,7,3,"{""C1447749"": 5, ""C1312419"": 1, ""UMLS:C1257990"": 1}",1.1488348542809166,0.4092232318950598,0.0,C1447749,0
mm_0038623,BioBERT,7,2,"{""C0265267"": 6, ""UMLS:C1257990"": 1}",0.5916727785823275,0.21075809614719848,0.0,C0265267,0
mm_0038623,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0038625,BERT-base,7,2,"{""C1447749"": 5, ""UMLS:C1257990"": 2}",0.863120568566631,0.30744974986419643,0.0,C1447749,0
mm_0038625,BioBERT,7,2,"{""C0265267"": 5, ""UMLS:C1257990"": 2}",0.863120568566631,0.30744974986419643,0.0,C0265267,0
mm_0038625,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0039859,BERT-base,9,1,"{""UMLS:C1257990"": 9}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0039859,BioBERT,9,1,"{""UMLS:C1257990"": 9}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0039859,PubMedBERT,9,2,"{""C1447749"": 7, ""UMLS:C1257990"": 2}",0.7642045065086203,0.24107968048484052,0.0,C1447749,0
mm_0040043,BERT-base,5,2,"{""C2936621"": 4, ""UMLS:C1257990"": 1}",0.7219280948873623,0.31091750708257115,0.0,C2936621,0
mm_0040043,BioBERT,5,2,"{""UMLS:C1257990"": 2, ""UMLS:C2936621"": 3}",0.9709505944546686,0.4181656600790516,0.6,UMLS:C2936621,0
mm_0040043,PubMedBERT,5,3,"{""C1370369"": 1, ""C1839576"": 3, ""C1447749"": 1}",1.3709505944546687,0.5904362833084089,0.0,C1839576,1
mm_0041012,BERT-base,5,1,"{""C0055966"": 5}",-0.0,-0.0,0.0,C0055966,0
mm_0041012,BioBERT,5,1,"{""C1370369"": 5}",-0.0,-0.0,0.0,C1370369,0
mm_0041012,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0041160,BERT-base,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0041160,BioBERT,7,2,"{""C1868801"": 4, ""C1839576"": 3}",0.9852281360342515,0.35094534299644053,0.0,C1868801,0
mm_0041160,PubMedBERT,7,1,"{""C0015131"": 7}",-0.0,-0.0,0.0,C0015131,0
mm_0041463,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0041463,BioBERT,5,1,"{""UMLS:C1707887"": 5}",-0.0,-0.0,0.0,UMLS:C1707887,0
mm_0041463,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0042594,BERT-base,5,2,"{""C1312419"": 4, ""C0169661"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1312419,0
mm_0042594,BioBERT,5,2,"{""C1431322"": 4, ""UMLS:C1257990"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1431322,0
mm_0042594,PubMedBERT,5,1,"{""C1431322"": 5}",-0.0,-0.0,0.0,C1431322,0
mm_0042711,BERT-base,7,2,"{""C1505427"": 6, ""C1739108"": 1}",0.5916727785823275,0.21075809614719848,0.0,C1505427,0
mm_0042711,BioBERT,7,2,"{""C0023896"": 5, ""UMLS:C1257990"": 2}",0.863120568566631,0.30744974986419643,0.0,C0023896,0
mm_0042711,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0043168,BERT-base,5,1,"{""C0024305"": 5}",-0.0,-0.0,0.0,C0024305,0
mm_0043168,BioBERT,5,2,"{""UMLS:C0024305"": 3, ""C1312419"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C0024305,0
mm_0043168,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0043171,BERT-base,5,1,"{""C0024305"": 5}",-0.0,-0.0,0.0,C0024305,0
mm_0043171,BioBERT,5,2,"{""UMLS:C0024305"": 1, ""C1312419"": 4}",0.7219280948873623,0.31091750708257115,0.2,C1312419,0
mm_0043171,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0043706,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0043706,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0043706,PubMedBERT,5,1,"{""C0018966"": 5}",-0.0,-0.0,0.0,C0018966,0
mm_0043796,BERT-base,6,2,"{""UMLS:C1257990"": 4, ""C1312419"": 2}",0.9182958340544896,0.355245321275764,0.0,UMLS:C1257990,0
mm_0043796,BioBERT,6,2,"{""C5392105"": 2, ""UMLS:C1257990"": 4}",0.9182958340544896,0.355245321275764,0.0,UMLS:C1257990,0
mm_0043796,PubMedBERT,6,2,"{""C1447749"": 4, ""UMLS:C1257990"": 2}",0.9182958340544896,0.355245321275764,0.0,C1447749,0
mm_0044023,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0044023,BioBERT,5,2,"{""C0038441"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,C0038441,0
mm_0044023,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0044396,BERT-base,9,1,"{""UMLS:C1257990"": 9}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0044396,BioBERT,9,1,"{""UMLS:C1257990"": 9}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0044396,PubMedBERT,9,1,"{""C1431322"": 9}",-0.0,-0.0,0.0,C1431322,0
mm_0044768,BERT-base,9,2,"{""UMLS:C0085717"": 7, ""UMLS:C1257990"": 2}",0.7642045065086203,0.24107968048484052,0.7777777777777778,UMLS:C0085717,0
mm_0044768,BioBERT,9,5,"{""C0013728"": 3, ""C1839576"": 1, ""C1176474"": 1, ""C0008396"": 2, ""C0752615"": 2}",2.197159723424149,0.693126721428565,0.0,C0013728,1
mm_0044768,PubMedBERT,9,1,"{""C1839576"": 9}",-0.0,-0.0,0.0,C1839576,0
mm_0044841,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0044841,BioBERT,5,1,"{""C1312419"": 5}",-0.0,-0.0,0.0,C1312419,0
mm_0044841,PubMedBERT,5,2,"{""C1447749"": 3, ""C1839576"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0045375,BERT-base,5,1,"{""C1257880"": 5}",-0.0,-0.0,0.0,C1257880,0
mm_0045375,BioBERT,5,1,"{""C1257880"": 5}",-0.0,-0.0,0.0,C1257880,0
mm_0045375,PubMedBERT,5,1,"{""C0015131"": 5}",-0.0,-0.0,0.0,C0015131,0
mm_0045468,BERT-base,9,1,"{""UMLS:C1257990"": 9}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0045468,BioBERT,9,2,"{""UMLS:C1257990"": 8, ""C1312419"": 1}",0.5032583347756457,0.1587603285713901,0.0,UMLS:C1257990,0
mm_0045468,PubMedBERT,9,2,"{""C1447749"": 7, ""C1839576"": 2}",0.7642045065086203,0.24107968048484052,0.0,C1447749,0
mm_0045515,BERT-base,3,1,"{""C0265267"": 3}",-0.0,-0.0,0.0,C0265267,0
mm_0045515,BioBERT,3,1,"{""C0265267"": 3}",-0.0,-0.0,0.0,C0265267,0
mm_0045515,PubMedBERT,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0,C1839576,0
mm_0045985,BERT-base,7,1,"{""C0282597"": 7}",-0.0,-0.0,0.0,C0282597,0
mm_0045985,BioBERT,7,2,"{""UMLS:C1257990"": 6, ""C0016709"": 1}",0.5916727785823275,0.21075809614719848,0.0,UMLS:C1257990,0
mm_0045985,PubMedBERT,7,3,"{""C1839576"": 5, ""UMLS:C1257990"": 1, ""C1447749"": 1}",1.1488348542809166,0.4092232318950598,0.0,C1839576,0
mm_0046898,BERT-base,7,1,"{""C3850091"": 7}",-0.0,-0.0,0.0,C3850091,0
mm_0046898,BioBERT,7,2,"{""UMLS:C0681906"": 3, ""UMLS:C1257990"": 4}",0.9852281360342515,0.35094534299644053,0.0,UMLS:C1257990,0
mm_0046898,PubMedBERT,7,2,"{""C1839576"": 5, ""UMLS:C0681906"": 2}",0.863120568566631,0.30744974986419643,0.0,C1839576,0
mm_0046915,BERT-base,9,3,"{""C1447749"": 3, ""UMLS:C2350390"": 4, ""C0338508"": 2}",1.5304930567574824,0.48281680357141255,0.0,UMLS:C2350390,0
mm_0046915,BioBERT,9,4,"{""C0265267"": 5, ""C5392105"": 1, ""C0035541"": 1, ""C0027609"": 2}",1.6577427265048887,0.5229596049593027,0.0,C0265267,1
mm_0046915,PubMedBERT,9,3,"{""C1447749"": 5, ""C0338508"": 2, ""C0030055"": 2}",1.4355205042826666,0.4528562990069186,0.0,C1447749,0
mm_0047129,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0047129,BioBERT,5,2,"{""C0814154"": 1, ""C1839576"": 4}",0.7219280948873623,0.31091750708257115,0.0,C1839576,0
mm_0047129,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0047994,BERT-base,7,3,"{""UMLS:C1257990"": 1, ""UMLS:C0358514"": 4, ""C4277607"": 2}",1.3787834934861753,0.49113258984568253,0.0,UMLS:C0358514,0
mm_0047994,BioBERT,7,1,"{""C4277607"": 7}",-0.0,-0.0,0.0,C4277607,0
mm_0047994,PubMedBERT,7,2,"{""UMLS:C1015514"": 6, ""UMLS:C1707887"": 1}",0.5916727785823275,0.21075809614719848,0.0,UMLS:C1015514,0
mm_0048041,BERT-base,9,1,"{""C1447749"": 9}",-0.0,-0.0,0.0,C1447749,0
mm_0048041,BioBERT,9,3,"{""UMLS:C1257990"": 3, ""UMLS:C1707887"": 4, ""C1447749"": 2}",1.5304930567574824,0.48281680357141255,0.0,UMLS:C1707887,0
mm_0048041,PubMedBERT,9,2,"{""C1839576"": 5, ""C1447749"": 4}",0.9910760598382222,0.3126496871021503,0.0,C1839576,0
mm_0048064,BERT-base,7,1,"{""UMLS:C0358514"": 7}",-0.0,-0.0,0.0,UMLS:C0358514,0
mm_0048064,BioBERT,7,2,"{""C1839576"": 5, ""C1447749"": 2}",0.863120568566631,0.30744974986419643,0.0,C1839576,0
mm_0048064,PubMedBERT,7,2,"{""C1839576"": 5, ""C0018966"": 2}",0.863120568566631,0.30744974986419643,0.0,C1839576,0
mm_0048140,BERT-base,7,1,"{""C0282597"": 7}",-0.0,-0.0,0.0,C0282597,0
mm_0048140,BioBERT,7,2,"{""UMLS:C2347609"": 5, ""UMLS:C1257990"": 2}",0.863120568566631,0.30744974986419643,0.0,UMLS:C2347609,0
mm_0048140,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0048285,BERT-base,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0048285,BioBERT,7,1,"{""UMLS:C1707887"": 7}",-0.0,-0.0,0.0,UMLS:C1707887,0
mm_0048285,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0048307,BERT-base,5,1,"{""C0344351"": 5}",-0.0,-0.0,0.0,C0344351,0
mm_0048307,BioBERT,5,2,"{""C0027609"": 3, ""UMLS:C0243095"": 2}",0.9709505944546686,0.4181656600790516,0.0,C0027609,0
mm_0048307,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0048417,BERT-base,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0048417,BioBERT,7,2,"{""C1447749"": 5, ""UMLS:C1707887"": 2}",0.863120568566631,0.30744974986419643,0.0,C1447749,0
mm_0048417,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0048521,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0048521,BioBERT,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0048521,PubMedBERT,7,2,"{""C1839576"": 5, ""UMLS:C1257990"": 2}",0.863120568566631,0.30744974986419643,0.0,C1839576,0
mm_0048655,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0048655,BioBERT,7,2,"{""UMLS:C1257990"": 3, ""C1312419"": 4}",0.9852281360342515,0.35094534299644053,0.0,C1312419,0
mm_0048655,PubMedBERT,7,2,"{""C0015131"": 2, ""C1447749"": 5}",0.863120568566631,0.30744974986419643,0.0,C1447749,0
mm_0049641,BERT-base,9,1,"{""UMLS:C1257990"": 9}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0049641,BioBERT,9,2,"{""UMLS:C3808257"": 8, ""C1312419"": 1}",0.5032583347756457,0.1587603285713901,0.0,UMLS:C3808257,0
mm_0049641,PubMedBERT,9,1,"{""C1839576"": 9}",-0.0,-0.0,0.0,C1839576,0
mm_0049934,BERT-base,6,2,"{""C1447749"": 2, ""C0203379"": 4}",0.9182958340544896,0.355245321275764,0.0,C0203379,0
mm_0049934,BioBERT,6,2,"{""C1839576"": 3, ""C1447749"": 3}",1.0,0.38685280723454163,0.0,C1839576,0
mm_0049934,PubMedBERT,6,1,"{""C1839576"": 6}",-0.0,-0.0,0.0,C1839576,0
mm_0050267,BERT-base,5,2,"{""UMLS:C0242193"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C0242193,0
mm_0050267,BioBERT,5,1,"{""C0075128"": 5}",-0.0,-0.0,0.0,C0075128,0
mm_0050267,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0050288,BERT-base,5,3,"{""C4042892"": 3, ""C0524868"": 1, ""C0597336"": 1}",1.3709505944546687,0.5904362833084089,0.0,C4042892,1
mm_0050288,BioBERT,5,2,"{""C4042892"": 3, ""UMLS:C0678257"": 2}",0.9709505944546686,0.4181656600790516,0.4,C4042892,0
mm_0050288,PubMedBERT,5,2,"{""UMLS:C0035363"": 3, ""UMLS:C1707887"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C0035363,0
mm_0050295,BERT-base,7,1,"{""UMLS:C1821269"": 7}",-0.0,-0.0,1.0,UMLS:C1821269,0
mm_0050295,BioBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0050295,PubMedBERT,7,2,"{""C0015131"": 5, ""C1839576"": 2}",0.863120568566631,0.30744974986419643,0.0,C0015131,0
mm_0050616,BERT-base,5,1,"{""C0169661"": 5}",-0.0,-0.0,0.0,C0169661,0
mm_0050616,BioBERT,5,2,"{""C1370369"": 4, ""C1312419"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1370369,0
mm_0050616,PubMedBERT,5,2,"{""C1370369"": 1, ""C1447749"": 4}",0.7219280948873623,0.31091750708257115,0.0,C1447749,0
mm_0051003,BERT-base,4,1,"{""UMLS:C1257990"": 4}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0051003,BioBERT,4,1,"{""C1312419"": 4}",-0.0,-0.0,0.0,C1312419,0
mm_0051003,PubMedBERT,4,1,"{""C1447749"": 4}",-0.0,-0.0,0.0,C1447749,0
mm_0051285,BERT-base,5,2,"{""C1868801"": 2, ""C0265267"": 3}",0.9709505944546686,0.4181656600790516,0.0,C0265267,0
mm_0051285,BioBERT,5,2,"{""C0008325"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C0008325,0
mm_0051285,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0051763,BERT-base,7,2,"{""C4277543"": 6, ""C0040048"": 1}",0.5916727785823275,0.21075809614719848,0.0,C4277543,0
mm_0051763,BioBERT,7,3,"{""C0265267"": 1, ""C1839576"": 4, ""C0032914"": 2}",1.3787834934861753,0.49113258984568253,0.0,C1839576,0
mm_0051763,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0052038,BERT-base,4,1,"{""C1447749"": 4}",-0.0,-0.0,0.0,C1447749,0
mm_0052038,BioBERT,4,2,"{""UMLS:C1257990"": 1, ""C1447749"": 3}",0.8112781244591328,0.4056390622295664,0.0,C1447749,0
mm_0052038,PubMedBERT,4,1,"{""C1447749"": 4}",-0.0,-0.0,0.0,C1447749,0
mm_0052088,BERT-base,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0052088,BioBERT,3,1,"{""C0221023"": 3}",-0.0,-0.0,0.0,C0221023,0
mm_0052088,PubMedBERT,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0052329,BERT-base,5,1,"{""C0203379"": 5}",-0.0,-0.0,0.0,C0203379,0
mm_0052329,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0052329,PubMedBERT,5,2,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0
mm_0052571,BERT-base,5,1,"{""C0085472"": 5}",-0.0,-0.0,0.0,C0085472,0
mm_0052571,BioBERT,5,2,"{""C1447749"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0052571,PubMedBERT,5,2,"{""C1447749"": 3, ""C1839576"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0052672,BERT-base,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0052672,BioBERT,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0052672,PubMedBERT,3,2,"{""C1999375"": 1, ""C1839576"": 2}",0.9182958340544896,0.579380164285695,0.0,C1839576,1
mm_0052800,BERT-base,8,2,"{""C0169661"": 6, ""C0246486"": 2}",0.8112781244591328,0.2704260414863776,0.0,C0169661,0
